A	B	Y	Z	u	coefficient
4	1	0	2	2	696279567569184
3	2	0	2	2	-6241095717696
4	0	1	2	2	-439815027607488
3	1	1	2	2	132478190687808
3	0	2	2	2	107725624610688
2	1	2	2	2	7686422501760
2	0	3	2	2	14232891303936
1	0	4	2	2	587731230720
4	0	0	3	2	-110977021904256
3	1	0	3	2	2123829082368
3	0	1	3	2	-20730586576896
2	0	2	3	2	-1101996057600
3	0	0	4	2	-183000881664
6	0	0	0	2	51861800545156792872
5	1	0	0	2	12121492230880571232
4	2	0	0	2	-165022519261152744
3	3	0	0	2	-14000792210476128
2	4	0	0	2	37982142122688
1	5	0	0	2	-19046845440
5	0	1	0	2	58536808267954413744
4	1	1	0	2	3831967216241737920
3	2	1	0	2	-180071951086662912
2	3	1	0	2	-2772760187557152
1	4	1	0	2	9553081379328
4	0	2	0	2	17557658089533135360
3	1	2	0	2	177169344285207168
2	2	2	0	2	-36448648477436736
1	3	2	0	2	-188226436618368
0	4	2	0	2	661197634560
3	0	3	0	2	2399858701505669376
2	1	3	0	2	-33120507428888832
1	2	3	0	2	-2711270287074816
0	3	3	0	2	-9021674391552
2	0	4	0	2	170620260691274496
1	1	4	0	2	-2744939939954688
0	2	4	0	2	-54989603274240
1	0	5	0	2	5604178911003648
0	1	5	0	2	-37688265169920
0	0	6	0	2	49589822592000
5	0	0	1	2	-8477609317144923384
4	1	0	1	2	131512292329497912
3	2	0	1	2	37116037544198688
2	3	0	1	2	-602751924493632
1	4	0	1	2	473790280320
4	0	1	1	2	-3130654769405310240
3	1	1	1	2	220355882871675264
2	2	1	1	2	5413127078937600
1	3	1	1	2	-143247549197376
3	0	2	1	2	-322925652709142976
2	1	2	1	2	43835243871275136
1	2	2	1	2	182474017197696
0	3	2	1	2	-9743481809280
2	0	3	1	2	-10246659331380480
1	1	3	1	2	3141695253892608
0	2	3	1	2	6964615084032
1	0	4	1	2	-121946883734016
0	1	4	1	2	62306857096704
0	0	5	1	2	-3967185807360
4	0	0	2	2	51889934106781128
3	1	0	2	2	-26906336609673312
2	2	0	2	2	757873469874240
1	3	0	2	2	-3060760037760
3	0	1	2	2	-39115346697301824
2	1	1	2	2	-4086741053539008
1	2	1	2	2	151761387072384
2	0	2	2	2	-9122995888517952
1	1	2	2	2	-187339329792000
0	2	2	2	2	9532265898240
1	0	3	2	2	-631230688433664
0	1	3	2	2	-6435656976384
0	0	4	2	2	-11284439629824
3	0	0	3	2	5062478820884640
2	1	0	3	2	-264499557526368
1	2	0	3	2	2021006350080
2	0	1	3	2	818711645126400
1	1	1	3	2	-49485745186560
1	0	2	3	2	42933766404096
0	1	2	3	2	-2975389355520
0	0	3	3	2	1351781830656
2	0	0	4	2	27856464952320
1	1	0	4	2	-433995978240
1	0	1	4	2	5260194514944
0	0	2	4	2	293865615360
1	0	0	5	2	27209779200
5	0	0	0	2	-2710491540248510975412
4	1	0	0	2	-165313322396765920224
3	2	0	0	2	12461033018391432192
2	3	0	0	2	238918973478593040
1	4	0	0	2	-1130886261745056
0	5	0	0	2	14285134080
4	0	1	0	2	-1684507116612370326192
3	1	1	0	2	-6475614852713117328
2	2	1	0	2	5442103116331142400
1	3	1	0	2	42528697907398560
0	4	1	0	2	-156571599863808
3	0	2	0	2	-363318848277440046192
2	1	2	0	2	8051042284589714688
1	2	2	0	2	683686148002157376
0	3	2	0	2	3053382208166592
2	0	3	0	2	-37193592027507253632
1	1	3	0	2	925030103217163776
0	2	3	0	2	24584099450181120
1	0	4	0	2	-1799442882718221312
0	1	4	0	2	22640101264850688
0	0	5	0	2	-29196503949265920
4	0	0	1	2	167330143893982227336
3	1	0	1	2	-15997576953508787808
2	2	0	1	2	-476622018129125952
1	3	0	1	2	17391659078695968
0	4	0	1	2	-5126220364608
3	0	1	1	2	36329964712086109248
2	1	1	1	2	-6990695520564022848
1	2	1	1	2	-45139364678549952
0	3	1	1	2	2351983757425344
2	0	2	1	2	1475830312704864000
1	1	2	1	2	-838396121130950400
0	2	2	1	2	-2365836766199424
1	0	3	1	2	-19064807295494400
0	1	3	1	2	-28867976884574208
0	0	4	1	2	453184858727424
3	0	0	2	2	2892995795719890864
2	1	0	2	2	433196255942648928
1	2	0	2	2	-20930994916692768
0	3	0	2	2	52661075400864
2	0	1	2	2	1599436551797522496
1	1	1	2	2	50982632654210496
0	2	1	2	2	-2475970252195968
1	0	2	2	2	187782095278002816
0	1	2	2	2	2445825150040320
0	0	3	2	2	5848932235396608
2	0	0	3	2	-102455813190426336
1	1	0	3	2	7285530110955840
0	2	0	3	2	-29488088024640
1	0	1	3	2	-13565104957391616
0	1	1	3	2	815532182426880
0	0	2	3	2	-600396838742016
1	0	0	4	2	-796192151616000
0	1	0	4	2	7270521026688
0	0	1	4	2	-86161398423552
0	0	0	5	2	-375494952960
4	0	0	0	2	57712876975477690064172
3	1	0	0	2	-103396434346416935232
2	2	0	0	2	-248889446872988907888
1	3	0	0	2	-2402155939706030736
0	4	0	0	2	9257414306523840
3	0	1	0	2	25810811877401371112400
2	1	1	0	2	-771210512294971052160
1	2	1	0	2	-67030369772503379904
0	3	1	0	2	-342602079295730976
2	0	2	0	2	4147369906968112594464
1	1	2	0	2	-137739037336571022912
0	2	2	0	2	-4079505838119162048
1	0	3	0	2	291496776831842737536
0	1	3	0	2	-5298307066962696960
0	0	4	0	2	7130289105211820544
3	0	0	1	2	-1412799355501064740152
2	1	0	1	2	337326400993593060936
1	2	0	1	2	2896193925339805728
0	3	0	1	2	-141869476495775808
2	0	1	1	2	-85348897757435678688
1	1	1	1	2	86811493947403226112
0	2	1	1	2	277711139246105088
1	0	2	1	2	10867788255975232032
0	1	2	1	2	5002493931621632448
0	0	3	1	2	289070977446190080
2	0	0	2	2	-82974748186599131952
1	1	0	2	2	-3577825240525644480
0	2	0	2	2	165227069486293920
1	0	1	2	2	-21589164147621907008
0	1	1	2	2	-323054213405882688
0	0	2	2	2	-1140035680437935040
1	0	0	3	2	1077096025522570464
0	1	0	3	2	-57781845017472096
0	0	1	3	2	93661554205016064
0	0	0	4	2	6316332843267072
3	0	0	0	2	-700561197710848760563872
2	1	0	0	2	25768058069291090329584
1	2	0	0	2	2286054152219400247800
0	3	0	0	2	12792152758505951448
2	0	1	0	2	-231601025095475140782864
1	1	1	0	2	9510127499726307325008
0	2	1	0	2	298316587367926704096
1	0	2	0	2	-25617578588980421799312
0	1	2	0	2	607093397058914132256
0	0	3	0	2	-925225753514703220224
2	0	0	1	2	1665219555020971885032
1	1	0	1	2	-3116122446122863227936
0	2	0	1	2	-11389870621077507792
1	0	1	1	2	-1229179742549001390528
0	1	1	1	2	-383306835300107595552
0	0	2	1	2	-73077310501240467168
1	0	0	2	2	849046521422679745032
0	1	0	2	2	14736388491828428544
0	0	1	2	2	97755860133952778880
0	0	0	3	2	-4947317902296833184
2	0	0	0	2	5153443546813844031869616
1	1	0	0	2	-249302856885754353784488
0	2	0	0	2	-8120145794884580097288
1	0	1	0	2	1170972684663601916105424
0	1	1	0	2	-34185200263838781426432
0	0	2	0	2	67328744432404976639136
1	0	0	1	2	42854236446695747746392
0	1	0	1	2	10936107075290430903624
0	0	1	1	2	6102699426588182561568
0	0	0	2	2	-3085972979880653408664
1	0	0	0	2	-21903677085295467395391762
0	1	0	0	2	758790291239233206414336
0	0	1	0	2	-2607224701753216018409040
0	0	0	1	2	-174306357127188135975384
0	0	0	0	2	42007244254274137521857094
10	0	0	0	3	296754264576
9	0	1	0	3	16447717440
9	0	0	0	3	-11201036677992
8	1	0	0	3	4152606304176
8	0	1	0	3	5062556094768
7	1	1	0	3	493089977952
7	0	2	0	3	1041848168832
6	0	3	0	3	58828550400
8	0	0	1	3	-1491274406016
7	0	1	1	3	-112706712576
8	0	0	0	3	-1089039763869372
7	1	0	0	3	-308979959894100
6	2	0	0	3	13383298176048
7	0	1	0	3	-702855298168920
6	1	1	0	3	-17015725649592
5	2	1	0	3	1760119365024
6	0	2	0	3	-71056269303840
5	1	2	0	3	4412677917312
5	0	3	0	3	4461326735040
4	1	3	0	3	351244237248
4	0	4	0	3	1072881593856
3	0	5	0	3	48977602560
7	0	0	1	3	114393109815648
6	1	0	1	3	-13892779561536
6	0	1	1	3	4147165899648
5	1	1	1	3	-1639600828416
5	0	2	1	3	-1312236951552
4	0	3	1	3	-115369463808
6	0	0	2	3	2474180183808
5	0	1	2	3	218872440576
7	0	0	0	3	70955272779502608
6	1	0	0	3	-2214605539865988
5	2	0	0	3	-1251552615950952
4	3	0	0	3	13819728757680
6	0	1	0	3	12206290281713064
5	1	1	0	3	-6488517706374096
4	2	1	0	3	-267494484070224
3	3	1	0	3	1898414957376
5	0	2	0	3	-5306818295873376
4	1	2	0	3	-1661719922467200
3	2	2	0	3	-22390315083648
4	0	3	0	3	-1493611342210368
3	1	3	0	3	-200847148504704
2	2	3	0	3	-696094176384
3	0	4	0	3	-132272586793728
2	1	4	0	3	-14541450200064
2	0	5	0	3	-3908412684288
1	1	5	0	3	-484878265344
6	0	0	1	3	-431508812629968
5	1	0	1	3	1319855255127360
4	2	0	1	3	-31959251828064
5	0	1	1	3	1911656551074048
4	1	1	1	3	240788723514624
3	2	1	1	3	-4140818210880
4	0	2	1	3	498740865565248
3	1	2	1	3	17165629330560
3	0	3	1	3	56245674706560
2	1	3	1	3	484266045312
2	0	4	1	3	3374556816384
1	0	5	1	3	88159684608
5	0	0	2	3	-234416316047904
4	1	0	2	3	14233537536192
4	0	1	2	3	-38126376627264
3	1	1	2	3	1671428711808
3	0	2	2	3	-2730501342720
2	0	3	2	3	-63670883328
4	0	0	3	3	-1556641234944
3	0	1	3	3	-148383995904
6	0	0	0	3	-354466682759551104
5	1	0	0	3	773283362035890924
4	2	0	0	3	33640979669464536
3	3	0	0	3	-1182485719266912
2	4	0	0	3	1922387906592
5	0	1	0	3	1259817344856953064
4	1	1	0	3	450352792440993240
3	2	1	0	3	3304936888968384
2	3	1	0	3	-318417475303296
1	4	1	0	3	231011025408
4	0	2	0	3	537103450897967232
3	1	2	0	3	90903416433758208
2	2	2	0	3	-372810164046336
1	3	2	0	3	-37612349885952
3	0	3	0	3	76185841142301696
2	1	3	0	3	9500918395941504
1	2	3	0	3	-46125881650944
0	3	3	0	3	-1623607524864
2	0	4	0	3	4286151219591936
1	1	4	0	3	490873123897344
0	2	4	0	3	-573037949952
1	0	5	0	3	72467260747776
0	1	5	0	3	7273173980160
5	0	0	1	3	-251699565427354944
4	1	0	1	3	-42146319101380416
3	2	0	1	3	2525169036248640
2	3	0	1	3	-21053770729344
4	0	1	1	3	-160756882833331008
3	1	1	1	3	-5908413492972288
2	2	1	1	3	569015052121728
1	3	1	1	3	-2946206867328
3	0	2	1	3	-31727909909066112
2	1	2	1	3	-251511009106176
1	2	2	1	3	58350691249920
2	0	3	1	3	-2912333753324160
1	1	3	1	3	-16757686715904
0	2	3	1	3	2413371366144
1	0	4	1	3	-120007370672640
0	1	4	1	3	-1366475111424
0	0	5	1	3	-1322395269120
4	0	0	2	3	9675183792459312
3	1	0	2	3	-1141090532662032
2	2	0	2	3	16760747816064
3	0	1	2	3	1864339839105120
2	1	1	2	3	-223490463516576
1	2	1	2	3	2080323668736
2	0	2	2	3	173413772944128
1	1	2	2	3	-20052654928128
1	0	3	2	3	10483655827968
0	1	3	2	3	-749357319168
0	0	4	2	3	352638738432
3	0	0	3	3	114044982455808
2	1	0	3	3	-4271119041024
2	0	1	3	3	19482065858304
1	1	1	3	3	-505285599744
1	0	2	3	3	1694625048576
0	0	3	3	3	58773123072
2	0	0	4	3	328694132736
1	0	1	4	3	32651735040
5	0	0	0	3	-81390783924158949792
4	1	0	0	3	-29827852267685949252
3	2	0	0	3	-89278921164338640
2	3	0	0	3	39707792940598272
1	4	0	0	3	-43727101528896
0	5	0	0	3	43467622272
4	0	1	0	3	-70928287978099422456
3	1	1	0	3	-12799713685581880704
2	2	1	0	3	131713163545902624
1	3	1	0	3	9500968904094144
0	4	1	0	3	-1950533021952
3	0	2	0	3	-16848625194689174208
2	1	2	0	3	-2085820576289656704
1	2	2	0	3	20837821609187712
0	3	2	0	3	623024491124736
2	0	3	0	3	-1543071500408959488
1	1	3	0	3	-155728214731025280
0	2	3	0	3	563764653127296
1	0	4	0	3	-51287943416958720
0	1	4	0	3	-3909529373626368
0	0	5	0	3	-372915465891840
4	0	0	1	3	12276224621134583472
3	1	0	1	3	503991572863484448
2	2	0	1	3	-78276368070091008
1	3	0	1	3	693496424751552
0	4	0	1	3	-384168070080
3	0	1	1	3	5360252189261843520
2	1	1	1	3	21118157467950528
1	2	1	1	3	-15929021495460672
0	3	1	1	3	47051558339328
2	0	2	1	3	801838735335300096
1	1	2	1	3	1151852195905920
0	2	2	1	3	-946658693320704
1	0	3	1	3	49429652975008128
0	1	3	1	3	402300190767744
0	0	4	1	3	947033371980288
3	0	0	2	3	-228043082280655872
2	1	0	2	3	35584763998685040
1	2	0	2	3	-533915100192096
0	3	0	2	3	-452736713664
2	0	1	2	3	-46054650003275808
1	1	1	2	3	6274737083742912
0	2	1	2	3	-33024066856128
1	0	2	2	3	-4336110210863232
0	1	2	2	3	330576777358848
0	0	3	2	3	-182644826586624
2	0	0	3	3	-3354724866777408
1	1	0	3	3	136851890596416
0	2	0	3	3	-173870489088
1	0	1	3	3	-541545351505920
0	1	1	3	3	7857231890688
0	0	2	3	3	-27373582070784
1	0	0	4	3	-10207748666880
0	1	0	4	3	-24488801280
0	0	1	4	3	-470184984576
4	0	0	0	3	3120474156618433604184
3	1	0	0	3	573850597294193357268
2	2	0	0	3	-8736277250858461920
1	3	0	0	3	-592494460368673248
0	4	0	0	3	253323639565920
3	0	1	0	3	1599884871686307515160
2	1	1	0	3	191515261448798124120
1	2	1	0	3	-2859501217183272288
0	3	1	0	3	-78377970882161664
2	0	2	0	3	248374089247356321120
1	1	2	0	3	22222099112446841472
0	2	2	0	3	-144421928029359360
1	0	3	0	3	13685245543776009024
0	1	3	0	3	836983348410156480
0	0	4	0	3	203278303230190848
3	0	0	1	3	-279952738124224082976
2	1	0	1	3	-371811906377333280
1	2	0	1	3	1088389392697956096
0	3	0	1	3	-5583579849696960
2	0	1	1	3	-89259804360277497792
1	1	1	1	3	364271645745177984
0	2	1	1	3	126032815126562688
1	0	2	1	3	-8882032876504007040
0	1	2	1	3	-27548435785243392
0	0	3	1	3	-262712746992977280
2	0	0	2	3	3334060785407496480
1	1	0	2	3	-495982596804412464
0	2	0	2	3	4325222948979168
1	0	1	2	3	605398302490071456
0	1	1	2	3	-49976404186501152
0	0	2	2	3	36299898906811776
1	0	0	3	3	45095430850723584
0	1	0	3	3	-1082453075848512
0	0	1	3	3	4251732209392896
0	0	0	4	3	78924957645312
3	0	0	0	3	-54926436347906599549584
2	1	0	0	3	-6341756790189059663868
1	2	0	0	3	122920120405101893976
0	3	0	0	3	3244527139691103696
2	0	1	0	3	-18564148301967552318696
1	1	1	0	3	-1495564815113432350416
0	2	1	0	3	14194872185188739184
1	0	2	0	3	-1753003359021943486944
0	1	2	0	3	-89386853213014177536
0	0	3	0	3	-44084640744718538688
2	0	0	1	3	3486866022606051780048
1	1	0	1	3	-29607541554082993056
0	2	0	1	3	-5634164442752660448
1	0	1	1	3	732779637969656440512
0	1	1	1	3	-1094110099427080512
0	0	2	1	3	35467701025871570112
1	0	0	2	3	-28788236481528658656
0	1	0	2	3	2564322709663071504
0	0	1	2	3	-3255598991195213472
0	0	0	3	3	-227670024473606592
2	0	0	0	3	526135134554096109909696
1	1	0	0	3	38822316511060344253140
0	2	0	0	3	-480983588301658669128
1	0	1	0	3	108924262546819334290200
0	1	1	0	3	4770741800549965309128
0	0	2	0	3	4754930299271157382848
1	0	0	1	3	-22752981636438366104832
0	1	0	1	3	116008769105192641248
0	0	1	1	3	-2338880084273966285952
0	0	0	2	3	111339655556318685360
1	0	0	0	3	-2643609610224252757978488
0	1	0	0	3	-101953822795029312251436
0	0	1	0	3	-255109148988641611850232
0	0	0	1	3	60429160887792853368528
0	0	0	0	3	5447603477304174768452388
9	0	0	0	4	-330647833296
8	1	0	0	4	30519287568
8	0	1	0	4	-24241757760
7	0	2	0	4	1547346240
8	0	0	0	4	1460123087112
7	1	0	0	4	-9393793141392
6	2	0	0	4	112021228044
7	0	1	0	4	-7696707630336
6	1	1	0	4	-1498144618656
6	0	2	0	4	-1048854477024
5	1	2	0	4	-75643186176
5	0	3	0	4	-10430415360
4	0	4	0	4	2040733440
7	0	0	1	4	1841269732128
6	1	0	1	4	-83481114240
6	0	1	1	4	279225242496
5	0	2	1	4	7777461888
7	0	0	0	4	1130326652954880
6	1	0	0	4	347524082118576
5	2	0	0	4	-42923150811072
4	3	0	0	4	119336139432
6	0	1	0	4	401961998721456
5	1	1	0	4	-60543649232784
4	2	1	0	4	-8867020809024
5	0	2	0	4	-15327098562240
4	1	2	0	4	-32894497288800
3	2	2	0	4	-514672973568
4	0	3	0	4	-8218509734016
3	1	3	0	4	-4080242439936
3	0	4	0	4	-406514101248
2	1	4	0	4	-172646049024
6	0	0	1	4	-78884982469584
5	1	0	1	4	27205103463984
4	2	0	1	4	-241843918752
5	0	1	1	4	12814502201280
4	1	1	1	4	5102717917824
4	0	2	1	4	5145471283392
3	1	2	1	4	296926715520
3	0	3	1	4	462022050816
2	0	4	1	4	14693280768
5	0	0	2	4	-2727062328960
4	1	0	2	4	64113042240
4	0	1	2	4	-513720631296
3	0	2	2	4	-22856214528
6	0	0	0	4	-31620121959889296
5	1	0	0	4	13699092825991296
4	2	0	0	4	2698844636001708
3	3	0	0	4	-44382766508352
2	4	0	0	4	3469246848
5	0	1	0	4	6613732940920704
4	1	1	0	4	13915098182525616
3	2	1	0	4	685799084325888
2	3	1	0	4	-10800071547840
4	0	2	0	4	4616205620208480
3	1	2	0	4	3028983709341312
2	2	2	0	4	89327188209024
1	3	2	0	4	-707726356992
3	0	3	0	4	490236415064064
2	1	3	0	4	248722959080448
1	2	3	0	4	7530306393600
2	0	4	0	4	13583938070016
1	1	4	0	4	6457696897536
0	2	4	0	4	264479053824
5	0	0	1	4	-2148622170230880
4	1	0	1	4	-1965492921709584
3	2	0	1	4	59438946369024
2	3	0	1	4	-198206235360
4	0	1	1	4	-2295082395064512
3	1	1	1	4	-472540603185792
2	2	1	1	4	11754930724416
3	0	2	1	4	-390603114836352
2	1	2	1	4	-50767733933568
1	2	2	1	4	697930836480
2	0	3	1	4	-23743117281024
1	1	3	1	4	-2960696074752
1	0	4	1	4	-440798423040
0	1	4	1	4	-66119763456
4	0	0	2	4	203655447141120
3	1	0	2	4	-14761067130432
2	2	0	2	4	92980917360
3	0	1	2	4	35826912199296
2	1	1	2	4	-2755602364032
2	0	2	2	4	2153790072576
1	1	2	2	4	-165299408640
1	0	3	2	4	58773123072
3	0	0	3	4	978917156352
2	1	0	3	4	-15101427456
2	0	1	3	4	199175583744
1	0	2	3	4	9795520512
5	0	0	0	4	-606021559930918368
4	1	0	0	4	-1225228359890698272
3	2	0	0	4	-79548800011381152
2	3	0	0	4	1962077238445680
1	4	0	0	4	-1819926081792
0	5	0	0	4	-1836660096
4	0	1	0	4	-812815390909974096
3	1	1	0	4	-595483771301610912
2	2	1	0	4	-21647858198497344
1	3	1	0	4	333254015558784
0	4	1	0	4	-260805733632
3	0	2	0	4	-166441555005628608
2	1	2	0	4	-86542256526028992
1	2	2	0	4	-2662069836423168
0	3	2	0	4	9866538035712
2	0	3	0	4	-10220991394318848
1	1	3	0	4	-4373833372574976
0	2	3	0	4	-125385111433728
1	0	4	0	4	-160671025198080
0	1	4	0	4	-49226163892992
4	0	0	1	4	215395502531504688
3	1	0	1	4	67146474459136608
2	2	0	1	4	-2554386199903008
1	3	0	1	4	5109384313728
0	4	0	1	4	16529940864
3	0	1	1	4	90129896830660608
2	1	1	1	4	15997030876045440
1	2	1	1	4	-385042932505728
0	3	1	1	4	-170809388928
2	0	2	1	4	10158276798680832
1	1	2	1	4	1474068496507776
0	2	2	1	4	-11846457619200
1	0	3	1	4	384794983392768
0	1	3	1	4	47518070003712
0	0	4	1	4	3305988172800
3	0	0	2	4	-6526943574805440
2	1	0	2	4	616015081941696
1	2	0	2	4	-3157830925056
0	3	0	2	4	17907435936
2	0	1	2	4	-1024513796460096
1	1	1	2	4	86395572585792
0	2	1	2	4	-49589822592
1	0	2	2	4	-55099802880000
0	1	2	2	4	2374801504128
0	0	3	2	4	-881596846080
2	0	0	3	4	-46446957045504
1	1	0	3	4	435390479424
0	2	0	3	4	4591650240
1	0	1	3	4	-6183422323200
0	1	1	3	4	-14693280768
0	0	2	3	4	-146932807680
1	0	0	4	4	3265173504
4	0	0	0	4	44481591909987465600
3	1	0	0	4	34249814318072578608
2	2	0	0	4	1330523176898280276
1	3	0	0	4	-30414492438568704
0	4	0	0	4	27570716921088
3	0	1	0	4	21331834880034487680
2	1	1	0	4	11050690377978879552
1	2	1	0	4	312986446298402688
0	3	1	0	4	-2527959671203392
2	0	2	0	4	2555104141406325600
1	1	2	0	4	998764565761514880
0	2	2	0	4	21971646986251392
1	0	3	0	4	90349879732558848
0	1	3	0	4	23002338388944384
0	0	4	0	4	622352273529600
3	0	0	1	4	-5968953795645984672
2	1	0	1	4	-1237621138177653792
1	2	0	1	4	40155037428355200
0	3	0	1	4	-34521097889376
2	0	1	1	4	-1585402397829824256
1	1	1	1	4	-232121275824218112
0	2	1	1	4	3176076612559680
1	0	2	1	4	-111470416593663744
0	1	2	1	4	-11717314701209856
0	0	3	1	4	-1989047784165120
2	0	0	2	4	111925334341191744
1	1	0	2	4	-9396259381471104
0	2	0	2	4	25297926579792
1	0	1	2	4	13593325239766656
0	1	1	2	4	-667663596427968
0	0	2	2	4	419034000902400
1	0	0	3	4	732011901221376
0	1	0	3	4	-2956716644544
0	0	1	3	4	47936828505600
0	0	0	4	4	-48977602560
3	0	0	0	4	-921737835713512968768
2	1	0	0	4	-472150960032858644880
1	2	0	0	4	-12352472236426026528
0	3	0	0	4	158404393216349640
2	0	1	0	4	-261420613369672242096
1	1	1	0	4	-95041798686238779792
0	2	1	0	4	-1696568051903778432
1	0	2	0	4	-18147235080081580992
0	1	2	0	4	-4004125799299373664
0	0	3	0	4	-286090381159297920
2	0	0	1	4	80711412634603267344
1	1	0	1	4	11842850182071886128
0	2	0	1	4	-216076295875266432
1	0	1	1	4	13175003461671273024
0	1	1	1	4	1217997799332810624
0	0	2	1	4	438333987931536960
1	0	0	2	4	-1011316369732332480
0	1	0	2	4	48829337867640384
0	0	1	2	4	-68292996106242240
0	0	0	3	4	-3833458585770240
2	0	0	0	4	9443612383856123852880
1	1	0	0	4	3241791434424389388192
0	2	0	0	4	49117444330785569460
1	0	1	0	4	1558817681829845370624
0	1	1	0	4	307587646110956209776
0	0	2	0	4	48676677892320206880
1	0	0	1	4	-543609559662826876704
0	1	0	1	4	-45990501533299572624
0	0	1	1	4	-41820930603600269760
0	0	0	2	4	3775785828720004800
1	0	0	0	4	-48666516555091823510544
0	1	0	0	4	-8793797962717003799376
0	0	1	0	4	-3632508989295062747760
0	0	0	1	4	1450458315128313686160
0	0	0	0	4	100382313061590572927160
7	1	0	0	5	-90099431136
6	1	1	0	5	-10392624000
6	1	0	0	5	6668799591960
5	2	0	0	5	-436065055200
5	1	1	0	5	-448499357424
4	2	1	0	5	-47574598320
4	1	2	0	5	-252846873216
3	1	3	0	5	-15305500800
5	1	0	1	5	196613329536
4	1	1	1	5	22992263424
5	1	0	0	5	62062059783168
4	2	0	0	5	75395985331968
3	3	0	0	5	-642933070272
4	1	1	0	5	148104673348752
3	2	1	0	5	21726974678976
2	3	1	0	5	-78976384128
3	1	2	0	5	23133958349184
2	2	2	0	5	2558467513728
2	1	3	0	5	901800107136
1	2	3	0	5	110199605760
4	1	0	1	5	-26304832962144
3	2	0	1	5	394983957312
3	1	1	1	5	-5170402243584
2	2	1	1	5	40100412096
2	1	2	1	5	-385698620160
1	1	3	1	5	-11019960576
3	1	0	2	5	-78976384128
2	1	1	2	5	-9795520512
4	1	0	0	5	-15934369972954536
3	2	0	0	5	-3812044863674304
2	3	0	0	5	31869419875776
1	4	0	0	5	28162121472
3	1	1	0	5	-6856026076121184
2	2	1	0	5	-982538307461088
1	3	1	0	5	3012122557440
0	4	1	0	5	11019960576
2	1	2	0	5	-655843770380160
1	2	2	0	5	-81250169326848
0	3	2	0	5	66119763456
1	1	3	0	5	-15257135417472
0	2	3	0	5	-1652994086400
3	1	0	1	5	1203509383509312
2	2	0	1	5	-18409456362240
1	3	0	1	5	23876581248
2	1	1	1	5	213829478356608
1	2	1	1	5	-1048732914816
0	3	1	1	5	11019960576
1	1	2	1	5	11956657224960
0	2	2	1	5	33059881728
0	1	3	1	5	165299408640
2	1	0	2	5	3660922736352
1	1	1	2	5	276417344448
0	2	1	2	5	2754990144
1	1	0	3	5	-2448880128
3	1	0	0	5	519417892225699488
2	2	0	0	5	84955703006381760
1	3	0	0	5	-532683772652736
0	4	0	0	5	-554671348992
2	1	1	0	5	130246090887700512
1	2	1	0	5	15491841292809792
0	3	1	0	5	-30398561248896
1	1	2	0	5	7422026097640320
0	2	2	0	5	638700385044096
0	1	3	0	5	77608072356480
2	1	0	1	5	-25369457450000832
1	2	0	1	5	283801636363968
0	3	0	1	5	-490388245632
1	1	1	1	5	-3235113296355456
0	2	1	1	5	5215196342592
0	1	2	1	5	-92567668838400
1	1	0	2	5	-55351425313152
0	2	0	2	5	-33059881728
0	1	1	2	5	-1942268051520
0	1	0	3	5	36733201920
2	1	0	0	5	-7574926613560586136
1	2	0	0	5	-883018138607814240
0	3	0	0	5	3015851895764928
1	1	1	0	5	-1117811077832884464
0	2	1	0	5	-82076712516132912
0	1	2	0	5	-29042279601004800
1	1	0	1	5	253899321388080192
0	2	0	1	5	-1434809886955776
0	1	1	1	5	16701191051351040
0	1	0	2	5	273109060450080
1	1	0	0	5	52851362902647594048
0	2	0	0	5	3508940265912210240
0	1	1	0	5	3562042318682927760
0	1	0	1	5	-979827142322803680
0	1	0	0	5	-142465701377754492120
5	2	0	0	6	171478296
4	2	0	0	6	829230775704
3	3	0	0	6	-1122403392
3	2	1	0	6	191318760000
2	2	2	0	6	11019960576
3	2	0	1	6	-561201696
3	2	0	0	6	-52998893312688
2	3	0	0	6	108669055680
1	4	0	0	6	1836660096
2	2	1	0	6	-8969329578816
1	3	1	0	6	11019960576
1	2	2	0	6	-330598817280
2	2	0	1	6	54334527840
1	3	0	1	6	1836660096
1	2	1	1	6	5509980288
1	2	0	2	6	459165024
2	2	0	0	6	1258459983265680
1	3	0	0	6	-2867944739904
0	4	0	0	6	-27549901440
1	2	1	0	6	139206896986176
0	3	1	0	6	-165299408640
0	2	2	0	6	2479491129600
1	2	0	1	6	-1433972369952
0	3	0	1	6	-27549901440
0	2	1	1	6	-82649704320
0	2	0	2	6	-6887475360
1	2	0	0	6	-13201384156314120
0	3	0	0	6	22356745018560
0	2	1	0	6	-715705114559040
0	2	0	1	6	11178372509280
0	2	0	0	6	51628506689215800
