row	column	A	B	Y	Z	u	coefficient
0	0	0	1	4	1	0	-3157089511495126017250565554176000000
0	0	0	1	4	0	1	-44372094186861166011326645501952000000
0	0	0	1	4	0	0	-2891737440124642020517364429586432000000
0	0	0	1	3	2	1	22087114248046902556317843456000000
0	0	0	1	3	2	0	-57446803934525839565106118656000000
0	0	0	1	3	1	1	65263573590185195300212768604160000000
0	0	0	1	3	1	0	1741945052677704313302359497064448000000
0	0	0	1	3	0	1	18462504633049684923511965282533376000000
0	0	0	1	3	0	0	745307042250616830497266516163174400000000
0	0	0	1	2	3	1	-244973859122023780067573760000000
0	0	0	1	2	3	0	136333321156718601206765912064000000
0	0	0	1	2	2	1	-10229169291288423970575702196224000000
0	0	0	1	2	2	0	-6973844181016392287168253935616000000
0	0	0	1	2	1	1	-15770744328204387971083084204744704000000
0	0	0	1	2	1	0	-357596121012666706696276419859390464000000
0	0	0	1	2	0	1	-3075370631433635457201420834380869632000000
0	0	0	1	2	0	0	-94026218040980512749580191506464407552000000
0	0	0	1	1	4	1	-217797884304347044380672000000000
0	0	0	1	1	4	0	5712464673113545363506462720000000
0	0	0	1	1	3	1	-71403987201013622858284302336000000
0	0	0	1	1	3	0	-44122279740097706561822087725056000000
0	0	0	1	1	2	1	1656479166862075905521259323596800000000
0	0	0	1	1	2	0	6970575041844405924370673792544768000000
0	0	0	1	1	1	1	1609203529897404996942435269349494784000000
0	0	0	1	1	1	0	32230664719918765183965887982952943616000000
0	0	0	1	1	0	1	229339487786928347028769122147247779840000000
0	0	0	1	1	0	0	5813749688723435129439320661238915433472000000
0	0	0	1	0	5	1	-1354464454629023907840000000000
0	0	0	1	0	5	0	-15359626915493131114905600000000
0	0	0	1	0	4	1	32256533061985474752540180480000000
0	0	0	1	0	4	0	-846269813980570427336793636864000000
0	0	0	1	0	3	1	15586635223645035125904341139456000000
0	0	0	1	0	3	0	3550094319039668251136386037747712000000
0	0	0	1	0	2	1	-92552857999291507084353559985098752000000
0	0	0	1	0	2	0	-693336818272287549573618694696028160000000
0	0	0	1	0	1	1	-58724108499435496832668867159681695744000000
0	0	0	1	0	1	0	-1069812944781535811170464465864135932928000000
0	0	0	1	0	0	1	-6382210752572809365840779591447412882432000000
0	0	0	1	0	0	0	-141144260318243405761319289268433661390336000000
0	0	0	0	5	1	0	-1401672156887706766741701918720000000
0	0	0	0	5	0	0	-274377324710768599589688150589440000000
0	0	0	0	4	2	0	628719207073043394317149274112000000
0	0	0	0	4	1	0	1034129232877676603211580026912768000000
0	0	0	0	4	0	0	152474701966710439708344258123890688000000
0	0	0	0	3	3	0	-4028610716692198389566668800000000
0	0	0	0	3	2	0	-368671619874525816752926785404928000000
0	0	0	0	3	1	0	-292995787840255871489281912961236992000000
0	0	0	0	3	0	0	-33547059430420007888230749784714985472000000
0	0	0	0	2	4	0	-11773022376780495058451300352000000
0	0	0	0	2	3	0	5202524181826206810884104519680000000
0	0	0	0	2	2	0	80687350237172590150643113209004032000000
0	0	0	0	2	1	0	40063421062945521252540786838502744064000000
0	0	0	0	2	0	0	3654500249191935466000614668889309622272000000
0	0	0	0	1	5	0	-73726209194367029351546880000000
0	0	0	0	1	4	0	3934571093709553384453036965888000000
0	0	0	0	1	3	0	-1607222222666014350525168917053440000000
0	0	0	0	1	2	0	-7736893366790536554998752906786504704000000
0	0	0	0	1	1	0	-2652937612465919839009052170755326791680000000
0	0	0	0	1	0	0	-197243299231715800729983510423260751992832000000
0	0	0	0	0	5	0	13768369567048042731401379840000000
0	0	0	0	0	4	0	-325550829949551821203451265908736000000
0	0	0	0	0	3	0	136675244468617566463207795301867520000000
0	0	0	0	0	2	0	271344947042879681989444889466313064448000000
0	0	0	0	0	1	0	68280718773769587234964496731255550023680000000
0	0	0	0	0	0	0	4222576636236948227978300013196337775734784000000
0	1	11	0	0	0	0	398710176926890742774784000000000
0	1	10	0	1	0	0	44002349384941958123520000000000
0	1	10	0	0	0	1	-1681854996139900400454451200000000
0	1	10	0	0	0	0	-16433186500620986935443517440000000
0	1	9	1	0	0	1	11511873722010856296960000000000
0	1	9	1	0	0	0	1559918640139609282080768000000000
0	1	9	0	1	0	1	-392819959282887032249548800000000
0	1	9	0	1	0	0	5383262099183142007119052800000000
0	1	9	0	0	1	0	-1760281283456524917006336000000000
0	1	9	0	0	0	1	92004810993066732732637839360000000
0	1	9	0	0	0	0	-726801008615707277251091423232000000
0	1	8	1	1	0	0	172327577381231466332160000000000
0	1	8	1	0	0	2	926979029661103322112000000000
0	1	8	1	0	0	1	-5035826751489764472849868800000000
0	1	8	1	0	0	0	-119160369017431908791594618880000000
0	1	8	0	2	0	1	-22867781976856739856384000000000
0	1	8	0	2	0	0	1242481969170247239143424000000000
0	1	8	0	1	1	0	-193782089965202654699520000000000
0	1	8	0	1	0	1	-10257100505980473115408711680000000
0	1	8	0	1	0	0	-626828581475118594469930475520000000
0	1	8	0	0	1	1	5572739119565066821528780800000000
0	1	8	0	0	1	0	105957167056000822256602152960000000
0	1	8	0	0	0	1	2007604046109223271274043944960000000
0	1	8	0	0	0	0	60738320599960060226522414223360000000
0	1	7	2	0	0	1	1117354791709301840640000000000
0	1	7	2	0	0	0	1791203919676746297541632000000000
0	1	7	1	1	0	1	-799913177405733688663449600000000
0	1	7	1	1	0	0	-3433275360472480334213529600000000
0	1	7	1	0	1	1	-32305440398948887357440000000000
0	1	7	1	0	1	0	-5981561228935928883253248000000000
0	1	7	1	0	0	2	-477269278799167667568476160000000
0	1	7	1	0	0	1	436350089233572827124948111360000000
0	1	7	1	0	0	0	2240508202860894645409567727616000000
0	1	7	0	3	0	0	58032949256667005829120000000000
0	1	7	0	2	0	1	-7661411859735953949804134400000000
0	1	7	0	2	0	0	-67177660490890823830773104640000000
0	1	7	0	1	1	1	1288995179660535073878835200000000
0	1	7	0	1	1	0	-5591973443808765098896588800000000
0	1	7	0	1	0	1	3180959413935379186543676964864000000
0	1	7	0	1	0	0	19072845001278983993255329185792000000
0	1	7	0	0	2	0	2675033095652035575164928000000000
0	1	7	0	0	1	1	-458566438574239288707530096640000000
0	1	7	0	0	1	0	-572691809956545339311049080832000000
0	1	7	0	0	0	1	-287772908818868383566064659554304000000
0	1	7	0	0	0	0	-1419200456735450986527177316270080000000
0	1	6	2	1	0	0	188400153014710556958720000000000
0	1	6	2	0	0	2	901408635893158272000000000000
0	1	6	2	0	0	1	-2193539605143512086558310400000000
0	1	6	2	0	0	0	-181099718851104388976734494720000000
0	1	6	1	2	0	1	-37685465182544017969152000000000
0	1	6	1	2	0	0	1839007809533751491137536000000000
0	1	6	1	1	1	0	-658453664567000918753280000000000
0	1	6	1	1	0	2	-82419287477551533405388800000000
0	1	6	1	1	0	1	64110517056393861944956538880000000
0	1	6	1	1	0	0	-873105748179273368650857922560000000
0	1	6	1	0	1	2	-2489455502257974497280000000000
0	1	6	1	0	1	1	15899823661106191924977868800000000
0	1	6	1	0	1	0	446322817832513488693839175680000000
0	1	6	1	0	0	2	30938053371854017540238917632000000
0	1	6	1	0	0	1	-13886504808263906027716648120320000000
0	1	6	1	0	0	0	66493281874085121844036191043584000000
0	1	6	0	3	0	1	-866001430088650443689164800000000
0	1	6	0	3	0	0	-66138499319535237419827200000000
0	1	6	0	2	1	1	74355082024116268007424000000000
0	1	6	0	2	1	0	-2735985590873016854372352000000000
0	1	6	0	2	0	1	671931124933969082206839767040000000
0	1	6	0	2	0	0	213999915527291128937664872448000000
0	1	6	0	1	2	0	293082697484974099169280000000000
0	1	6	0	1	1	1	-63461645109574097131882414080000000
0	1	6	0	1	1	0	1284549435334899293502461460480000000
0	1	6	0	1	0	1	-146437057159269590839226416128000000000
0	1	6	0	1	0	0	-81179528477268129692337777180672000000
0	1	6	0	0	2	1	-5666490838610324976682598400000000
0	1	6	0	0	2	0	-187354732358669664215429038080000000
0	1	6	0	0	1	1	11991678044000860190644428718080000000
0	1	6	0	0	1	0	-104233086883336070063186433294336000000
0	1	6	0	0	0	1	9376307295127771392879707833712640000000
0	1	6	0	0	0	0	6536607529484414368424628659183616000000
0	1	5	3	0	0	1	-102914607793518308747520000000000
0	1	5	3	0	0	0	674972766007970564192256000000000
0	1	5	2	1	0	1	-175337837859204145676390400000000
0	1	5	2	1	0	0	-27081887696816183112823603200000000
0	1	5	2	0	1	1	-40483437588356381245440000000000
0	1	5	2	0	1	0	-5588932531759928019542016000000000
0	1	5	2	0	0	2	-1104338212721591320827002880000000
0	1	5	2	0	0	1	353334898939463180406383523840000000
0	1	5	2	0	0	0	7741079762206512091962489790464000000
0	1	5	1	3	0	0	118139399653753751961600000000000
0	1	5	1	2	0	2	-3995670141155620528128000000000
0	1	5	1	2	0	1	-458238275648702224260710400000000
0	1	5	1	2	0	0	-182553212127449991738073743360000000
0	1	5	1	1	1	1	2872372260411507559252377600000000
0	1	5	1	1	1	0	32143650790368287785372876800000000
0	1	5	1	1	0	2	3372524388443354756895866880000000
0	1	5	1	1	0	1	67815782091654951684278108160000000
0	1	5	1	1	0	0	54192682674428225285554396839936000000
0	1	5	1	0	2	1	25969974716880104232960000000000
0	1	5	1	0	2	0	7058021049129441647849472000000000
0	1	5	1	0	1	2	425740685236813310807900160000000
0	1	5	1	0	1	1	-1271950159270692100067225026560000000
0	1	5	1	0	1	0	-11503245840514862815669831335936000000
0	1	5	1	0	0	2	-701436277672453996996450811904000000
0	1	5	1	0	0	1	38933011296328434680628529680384000000
0	1	5	1	0	0	0	-3958369727549072474271531315732480000000
0	1	5	0	4	0	1	-30159408523072932347904000000000
0	1	5	0	4	0	0	137252398069074422661120000000000
0	1	5	0	3	1	0	-129426603442328951193600000000000
0	1	5	0	3	0	1	44034480993904043410733137920000000
0	1	5	0	3	0	0	-178713649432548184731419934720000000
0	1	5	0	2	1	1	3815764152449772999249100800000000
0	1	5	0	2	1	0	160349070886356317195696209920000000
0	1	5	0	2	0	1	-17720615498145746820857423659008000000
0	1	5	0	2	0	0	62259131778733312049981734060032000000
0	1	5	0	1	2	1	-1293683113054297317202329600000000
0	1	5	0	1	2	0	-10572013447399961454742732800000000
0	1	5	0	1	1	1	-1188656850543900312647577010176000000
0	1	5	0	1	1	0	-45390024848707440801540180148224000000
0	1	5	0	1	0	1	2643024406731035209882282948313088000000
0	1	5	0	1	0	0	-7896365285900888760657700324589568000000
0	1	5	0	0	3	0	-1620246611157917775740928000000000
0	1	5	0	0	2	1	497734089226392397175461969920000000
0	1	5	0	0	2	0	4319745041462959317913625788416000000
0	1	5	0	0	1	1	49922535999615510277088521814016000000
0	1	5	0	0	1	0	3192553380167293503836771559014400000000
0	1	5	0	0	0	1	-129971175967815924363427605109432320000000
0	1	5	0	0	0	0	331631067797532444440088768742096896000000
0	1	4	3	1	0	0	39003559758298744012800000000000
0	1	4	3	0	0	2	-8781444547511505002496000000000
0	1	4	3	0	0	1	7117889376105490623957043200000000
0	1	4	3	0	0	0	-32159490273940845876791132160000000
0	1	4	2	2	0	1	18460221796214738343936000000000
0	1	4	2	2	0	0	-1050500056602693792522240000000000
0	1	4	2	1	1	0	-589944518016197079859200000000000
0	1	4	2	1	0	2	-193521366395879505872486400000000
0	1	4	2	1	0	1	85148479933801752761840701440000000
0	1	4	2	1	0	0	1114806508203874115290338754560000000
0	1	4	2	0	1	2	-5367065401467507234816000000000
0	1	4	2	0	1	1	11814698371409935878088396800000000
0	1	4	2	0	1	0	428056217620522934860683509760000000
0	1	4	2	0	0	2	73012342970117834382345117696000000
0	1	4	2	0	0	1	-20421720773625679258746053431296000000
0	1	4	2	0	0	0	-171865342862671631630085921447936000000
0	1	4	1	3	0	1	-598871943732707490771763200000000
0	1	4	1	3	0	0	-8294333980811753704439808000000000
0	1	4	1	2	1	1	152016060624530783256576000000000
0	1	4	1	2	1	0	-2438938994635329050050560000000000
0	1	4	1	2	0	2	-67037863717408909294632960000000
0	1	4	1	2	0	1	540757079868707441539738583040000000
0	1	4	1	2	0	0	6586405818954729026023074004992000000
0	1	4	1	1	2	0	770539778633400267571200000000000
0	1	4	1	1	1	2	52636746147641584098508800000000
0	1	4	1	1	1	1	-242113179138062144585731153920000000
0	1	4	1	1	1	0	613511444337560614917619384320000000
0	1	4	1	1	0	2	24120733592283784317515022336000000
0	1	4	1	1	0	1	-132586486534824112922288409686016000000
0	1	4	1	1	0	0	-1383722096770572159527799393337344000000
0	1	4	1	0	2	2	1839814217537757474816000000000
0	1	4	1	0	2	1	-10294722405006602821490073600000000
0	1	4	1	0	2	0	-474947674100481190744287313920000000
0	1	4	1	0	1	2	-22906159445546855164998254592000000
0	1	4	1	0	1	1	47713217432665148202186037223424000000
0	1	4	1	0	1	0	34164036955714324251438595842048000000
0	1	4	1	0	0	2	1180973008096187007595607949312000000
0	1	4	1	0	0	1	9059768082836744834649469983326208000000
0	1	4	1	0	0	0	83102970108410881071478984704172032000000
0	1	4	0	4	0	1	263470425714437730553036800000000
0	1	4	0	4	0	0	-8935131114296744915238912000000000
0	1	4	0	3	1	1	860662833523405231679078400000000
0	1	4	0	3	1	0	1291075518152385588953088000000000
0	1	4	0	3	0	1	-227990379761282543417423364096000000
0	1	4	0	3	0	0	7422018696989580665386912776192000000
0	1	4	0	2	2	1	-73682866331818900586496000000000
0	1	4	0	2	2	0	1078153705884703030640640000000000
0	1	4	0	2	1	1	-700981567791759208430903623680000000
0	1	4	0	2	1	0	-1640903443758933725650736185344000000
0	1	4	0	2	0	1	60835101515018048715205986680832000000
0	1	4	0	2	0	0	-1995022812925170057202892815269888000000
0	1	4	0	1	3	0	-175578725600058654720000000000000
0	1	4	0	1	2	1	100748674127621828956157706240000000
0	1	4	0	1	2	0	-393807869179484172769333739520000000
0	1	4	0	1	1	1	154466982647328636113417752559616000000
0	1	4	0	1	1	0	430815071563007977352996297588736000000
0	1	4	0	1	0	1	-6207618203813070950859048868945920000000
0	1	4	0	1	0	0	215385078998800044760233173649997824000000
0	1	4	0	0	3	1	1730981493647810260461158400000000
0	1	4	0	0	3	0	103511154648518595004417966080000000
0	1	4	0	0	2	1	-18877956588577395803683274342400000000
0	1	4	0	0	2	0	2419023551534509225728010862592000000
0	1	4	0	0	1	1	-9736883869151725119417524546174976000000
0	1	4	0	0	1	0	-28408655671415819104782294969237504000000
0	1	4	0	0	0	1	200772073404966829008140240872218624000000
0	1	4	0	0	0	0	-8114545220325169256413382123728478208000000
0	1	3	4	0	0	1	-94050625568302847600640000000000
0	1	3	4	0	0	0	335966756101326520473600000000000
0	1	3	3	1	0	1	145374293675206850188492800000000
0	1	3	3	1	0	0	-3068189318644607832035328000000000
0	1	3	3	0	1	1	37565225108851834944000000000000
0	1	3	3	0	1	0	-1256654563132248375828480000000000
0	1	3	3	0	0	2	-210109944059872704679772160000000
0	1	3	3	0	0	1	-127649913401090964692080926720000000
0	1	3	3	0	0	0	883146129617705057123056975872000000
0	1	3	2	3	0	0	13544644546290239078400000000000
0	1	3	2	2	0	2	-7314108054996729102336000000000
0	1	3	2	2	0	1	8831264007593518216866201600000000
0	1	3	2	2	0	0	35761329031210081468180070400000000
0	1	3	2	1	1	1	1704636971885212602533683200000000
0	1	3	2	1	1	0	56429494939086199694843904000000000
0	1	3	2	1	0	2	9797735346871785081185894400000000
0	1	3	2	1	0	1	-4915723017976041038094872100864000000
0	1	3	2	1	0	0	-19323521604438904432399084683264000000
0	1	3	2	0	2	1	20697909947299771591680000000000
0	1	3	2	0	2	0	4400448081020241464586240000000000
0	1	3	2	0	1	2	455291036243454725405245440000000
0	1	3	2	0	1	1	-640869300366982186164681646080000000
0	1	3	2	0	1	0	-14792435847225559538853564874752000000
0	1	3	2	0	0	2	-1945461752686889763579099906048000000
0	1	3	2	0	0	1	577478117541707554133283022153728000000
0	1	3	2	0	0	0	2061270833999750540685598958051328000000
0	1	3	1	4	0	1	-32507146911096573788160000000000
0	1	3	1	4	0	0	-32507146911096573788160000000000
0	1	3	1	3	1	0	-189625023648063347097600000000000
0	1	3	1	3	0	2	-10727358480661869350092800000000
0	1	3	1	3	0	1	61611632599634297037474693120000000
0	1	3	1	3	0	0	234612303565552480462319124480000000
0	1	3	1	2	1	2	2438036018332243034112000000000
0	1	3	1	2	1	1	-15841572457739230401793228800000000
0	1	3	1	2	1	0	262889333374112786716095283200000000
0	1	3	1	2	0	2	13165482268290772344954028032000000
0	1	3	1	2	0	1	-29007977096548424074444746817536000000
0	1	3	1	2	0	0	-119933195958301046006752766853120000000
0	1	3	1	1	2	1	-1847548209573689201329766400000000
0	1	3	1	1	2	0	-46697532386131200014622720000000000
0	1	3	1	1	1	2	-2795622761141033119925207040000000
0	1	3	1	1	1	1	8595980231254405197985423392768000000
0	1	3	1	1	1	0	-68961593480986861102953505161216000000
0	1	3	1	1	0	2	-3518599088389916938757061279744000000
0	1	3	1	1	0	1	4867526844163359175847015697113088000000
0	1	3	1	1	0	0	19244318711426872014817746031067136000000
0	1	3	1	0	3	1	-6433706159487863562240000000000
0	1	3	1	0	3	0	-2387933374848512010854400000000000
0	1	3	1	0	2	2	-101836764485737791534858240000000
0	1	3	1	0	2	1	581808693549101398992966942720000000
0	1	3	1	0	2	0	13422294958883140789538858532864000000
0	1	3	1	0	1	2	577173210970119302554420838400000000
0	1	3	1	0	1	1	-1022205217366682598507847566557184000000
0	1	3	1	0	1	0	4253020144921612269319652872519680000000
0	1	3	1	0	0	2	226074845893994615331705521405952000000
0	1	3	1	0	0	1	-263603456979597528148727212775362560000000
0	1	3	1	0	0	0	-964334788764063430141722377556025344000000
0	1	3	0	5	0	1	-39008576293315888545792000000000
0	1	3	0	5	0	0	-78017152586631777091584000000000
0	1	3	0	4	1	1	32507146911096573788160000000000
0	1	3	0	4	1	0	-260057175288772590305280000000000
0	1	3	0	4	0	1	54904181047079179969316782080000000
0	1	3	0	4	0	0	267012014356107880074109255680000000
0	1	3	0	3	2	0	54178578185160956313600000000000
0	1	3	0	3	1	1	-62940857963615763713816002560000000
0	1	3	0	3	1	0	258667884844086144934721617920000000
0	1	3	0	3	0	1	-25854973033703685635165602185216000000
0	1	3	0	3	0	0	-147914555361851981853635986980864000000
0	1	3	0	2	2	1	5892245449105364964841881600000000
0	1	3	0	2	2	0	-99037682422379635887872409600000000
0	1	3	0	2	1	1	28540184272391769071554508488704000000
0	1	3	0	2	1	0	-72609387140657154478727467892736000000
0	1	3	0	2	0	1	5385463300601936761926305650507776000000
0	1	3	0	2	0	0	31263915929802375097525177385680896000000
0	1	3	0	1	3	1	387942699173834740963737600000000
0	1	3	0	1	3	0	8828218720011360628113408000000000
0	1	3	0	1	2	1	-3311893196858490879549492559872000000
0	1	3	0	1	2	0	29404612899238614455699327287296000000
0	1	3	0	1	1	1	-4573862007615152569866636804980736000000
0	1	3	0	1	1	0	7420816737295922951226867069812736000000
0	1	3	0	1	0	1	-514587075343030520016328654306983936000000
0	1	3	0	1	0	0	-2855228642450794276356074763783094272000000
0	1	3	0	0	4	0	344836617078515197870080000000000
0	1	3	0	0	3	1	-109104587781390937632215531520000000
0	1	3	0	0	3	0	-2680711809625532807069659693056000000
0	1	3	0	0	2	1	397416312691035160109128978563072000000
0	1	3	0	0	2	0	-1955867738341299244940041364275200000000
0	1	3	0	0	1	1	237727677639694808816811060137459712000000
0	1	3	0	0	1	0	-247963387951399115020351907361521664000000
0	1	3	0	0	0	1	18473867021804919471909035801658187776000000
0	1	3	0	0	0	0	94845415486072028560394920441534291968000000
0	1	2	4	1	0	0	2257440757715039846400000000000
0	1	2	4	0	0	2	-13409198100827336687616000000000
0	1	2	4	0	0	1	7649909140029114424607539200000000
0	1	2	4	0	0	0	-6869447533025430271071436800000000
0	1	2	3	2	0	1	22010047387721638502400000000000
0	1	2	3	2	0	0	-155763412282337749401600000000000
0	1	2	3	1	1	0	-63208341216021115699200000000000
0	1	2	3	1	0	2	-85493796376183989062860800000000
0	1	2	3	1	0	1	9962102543114002161954078720000000
0	1	2	3	1	0	0	120790458768195673702145556480000000
0	1	2	3	0	1	2	203169668194353586176000000000
0	1	2	3	0	1	1	-669922351960935940517376000000000
0	1	2	3	0	1	0	34768818112791571619232153600000000
0	1	2	3	0	0	2	22988402527231929496682299392000000
0	1	2	3	0	0	1	-751947102509050137710327611392000000
0	1	2	3	0	0	0	-17078915231330090487461587943424000000
0	1	2	2	3	0	1	414059783780092608626688000000000
0	1	2	2	3	0	0	-290126286181536921059328000000000
0	1	2	2	2	1	1	72125232208995523092480000000000
0	1	2	2	2	1	0	2190169023135131658977280000000000
0	1	2	2	2	0	2	241365565814892060377088000000000
0	1	2	2	2	0	1	-425454871565455312698963394560000000
0	1	2	2	2	0	0	-402569726365029135914090496000000000
0	1	2	2	1	2	0	460517914573868128665600000000000
0	1	2	2	1	1	2	26655860467099190506291200000000
0	1	2	2	1	1	1	-83105099773156631139895664640000000
0	1	2	2	1	1	0	-1991720002181273878376079360000000000
0	1	2	2	1	0	2	-179103275038757290983155564544000000
0	1	2	2	1	0	1	112620330811628426663583314116608000000
0	1	2	2	1	0	0	156744034363541821246171201732608000000
0	1	2	2	0	2	2	2641205686526596620288000000000
0	1	2	2	0	2	1	-2118844618034935546270310400000000
0	1	2	2	0	2	0	-205628325934007556099108864000000000
0	1	2	2	0	1	2	-14045023266192275677454204928000000
0	1	2	2	0	1	1	14594145299019232690438288687104000000
0	1	2	2	0	1	0	280000422620196000423360069206016000000
0	1	2	2	0	0	2	25601282941650869175114741719040000000
0	1	2	2	0	0	1	-8715640463864050581442311972986880000000
0	1	2	2	0	0	0	-13349310218258555009776201595559936000000
0	1	2	1	4	0	1	1960180958739123399426048000000000
0	1	2	1	4	0	0	2397077013224261351138918400000000
0	1	2	1	3	1	1	-386835048242049228079104000000000
0	1	2	1	3	1	0	11873235409278023576125440000000000
0	1	2	1	3	0	2	497944476384177317287034880000000
0	1	2	1	3	0	1	-1953771197885836031451669921792000000
0	1	2	1	3	0	0	-3759284895630393713124836376576000000
0	1	2	1	2	2	1	-97521440733289721364480000000000
0	1	2	1	2	2	0	-755791165682995340574720000000000
0	1	2	1	2	1	2	-90694939881959440868966400000000
0	1	2	1	2	1	1	539389666508148088391835648000000000
0	1	2	1	2	1	0	-8683650261652522204383492833280000000
0	1	2	1	2	0	2	-369611809349145768156524838912000000
0	1	2	1	2	0	1	617874516070801174445284657594368000000
0	1	2	1	2	0	0	1298049502954308000161907073056768000000
0	1	2	1	1	3	0	-252833364864084462796800000000000
0	1	2	1	1	2	2	-1869160947388052992819200000000
0	1	2	1	1	2	1	87240314630598747827896811520000000
0	1	2	1	1	2	0	1167343031205683576307794903040000000
0	1	2	1	1	1	2	54503436190673872517313724416000000
0	1	2	1	1	1	1	-157961247622640462366151807909888000000
0	1	2	1	1	1	0	1682819203853030881415180380471296000000
0	1	2	1	1	0	2	74599732625672994995959654072320000000
0	1	2	1	1	0	1	-78204997870992819907612514408042496000000
0	1	2	1	1	0	0	-164373899635190896497420237074644992000000
0	1	2	1	0	3	2	-406339336388707172352000000000
0	1	2	1	0	3	1	586060967432674639643443200000000
0	1	2	1	0	3	0	113326158213218496025740902400000000
0	1	2	1	0	2	2	2242320238924603892305625088000000
0	1	2	1	0	2	1	-13304552486016040401376634978304000000
0	1	2	1	0	2	0	-203256851778865860132716345622528000000
0	1	2	1	0	1	2	-7540824391269185698905704988672000000
0	1	2	1	0	1	1	12978133494491381512755511255965696000000
0	1	2	1	0	1	0	-92576261515525363822019147785838592000000
0	1	2	1	0	0	2	-4272328346642779833463996872179712000000
0	1	2	1	0	0	1	3438368690259410168821828528773427200000000
0	1	2	1	0	0	0	6981976342527400766771194621454696448000000
0	1	2	0	5	0	1	1790493651863199284251852800000000
0	1	2	0	5	0	0	3674607886830356701013606400000000
0	1	2	0	4	1	1	-1644211490763264702205132800000000
0	1	2	0	4	1	0	11944426061013325072721510400000000
0	1	2	0	4	0	1	-1789241632598489017493087059968000000
0	1	2	0	4	0	0	-4633650820757944293271085776896000000
0	1	2	0	3	2	1	100772155424399378743296000000000
0	1	2	0	3	2	0	-3618045451205048662622208000000000
0	1	2	0	3	1	1	1660330348100584022678119907328000000
0	1	2	0	3	1	0	-8792565356605995850461344169984000000
0	1	2	0	3	0	1	642467216094190852673866233544704000000
0	1	2	0	3	0	0	1784050063463327224599730003968000000000
0	1	2	0	2	3	1	21671431274064382525440000000000
0	1	2	0	2	3	0	37925004729612669419520000000000
0	1	2	0	2	2	1	-177895426485269822248853176320000000
0	1	2	0	2	2	0	3087250877509862702693548032000000000
0	1	2	0	2	1	1	-521571356016320622414264337170432000000
0	1	2	0	2	1	0	2127957830114051056564454328041472000000
0	1	2	0	2	0	1	-107239722426035266974390071231643648000000
0	1	2	0	2	0	0	-301210627603903667121702883586605056000000
0	1	2	0	1	4	0	36119052123440637542400000000000
0	1	2	0	1	3	1	-18301744037165324030623088640000000
0	1	2	0	1	3	0	-173315982164169092416446136320000000
0	1	2	0	1	2	1	57063481990537979638175305236480000000
0	1	2	0	1	2	0	-657812560399807805036010705125376000000
0	1	2	0	1	1	1	64995464246206542367387637543141376000000
0	1	2	0	1	1	0	-207680863439737600087065306302988288000000
0	1	2	0	1	0	1	8498590888862362231310425395000238080000000
0	1	2	0	1	0	0	23415617669360772380064249967282814976000000
0	1	2	0	0	4	1	-18420716582954725146624000000000
0	1	2	0	0	4	0	-16306830997904300114136268800000000
0	1	2	0	0	3	1	2589589107655584464534605332480000000
0	1	2	0	0	3	0	35893415920469014904333677756416000000
0	1	2	0	0	2	1	-4898875830689943757161658022952960000000
0	1	2	0	0	2	0	38537595762161187889837603902799872000000
0	1	2	0	0	1	1	-2808113535049783693479361531964669952000000
0	1	2	0	0	1	0	7079433525922712227694298583072063488000000
0	1	2	0	0	0	1	-259163615925652874985525370259170787328000000
0	1	2	0	0	0	0	-686763455535712792152952462948248612864000000
0	1	1	5	0	0	1	50284492878102512578560000000000
0	1	1	5	0	0	0	34764587668811613634560000000000
0	1	1	4	1	0	1	313558521246619034664960000000000
0	1	1	4	1	0	0	-88175635996349456400384000000000
0	1	1	4	0	1	1	-761886255728825948160000000000
0	1	1	4	0	1	0	-493645857693336338411520000000000
0	1	1	4	0	0	2	418366980745812904653619200000000
0	1	1	4	0	0	1	-173017091138501651081679175680000000
0	1	1	4	0	0	0	31126241278616509390103101440000000
0	1	1	3	2	0	1	222673956341011530448896000000000
0	1	1	3	2	0	0	4660387116909360301139558400000000
0	1	1	3	1	1	1	59867328894602856726528000000000
0	1	1	3	1	1	0	450020815050493193379840000000000
0	1	1	3	1	0	2	2671697390329205206501294080000000
0	1	1	3	1	0	1	-433117570416692522299023900672000000
0	1	1	3	1	0	0	-1924866258131290747297968193536000000
0	1	1	3	0	2	1	-9904521324474737326080000000000
0	1	1	3	0	2	0	241320416999737759580160000000000
0	1	1	3	0	1	2	4388464832998037461401600000000
0	1	1	3	0	1	1	-4279355102315112297365606400000000
0	1	1	3	0	1	0	-208920158102566386756695162880000000
0	1	1	3	0	0	2	-431582784077522054494797299712000000
0	1	1	3	0	0	1	38918961859150408465570827405312000000
0	1	1	3	0	0	0	177844110018474183382499601530880000000
0	1	1	2	3	0	1	-12074129577188600402136268800000000
0	1	1	2	3	0	0	-1600326842433284327591116800000000
0	1	1	2	2	1	1	-2641977731265735163915468800000000
0	1	1	2	2	1	0	-71938153578522162310329139200000000
0	1	1	2	2	0	2	-2167023934534430898440110080000000
0	1	1	2	2	0	1	6588968782647569522448301719552000000
0	1	1	2	2	0	0	2896580057769949958094856126464000000
0	1	1	2	1	2	1	-110829054000019881259008000000000
0	1	1	2	1	2	0	-14675757812350936943837184000000000
0	1	1	2	1	1	2	-777635968407252238160363520000000
0	1	1	2	1	1	1	1375999964921003708696129888256000000
0	1	1	2	1	1	0	30063491894265373339108277944320000000
0	1	1	2	1	0	2	1367339704421119900348420325376000000
