row	column	A	B	Y	Z	u	coefficient
0	0	3	1	0	3	0	-9140144538764559418778059776000000000
0	0	3	1	0	2	1	536687733003084220441487297937408000000
0	0	3	1	0	2	0	10327510645752529715699166396917760000000
0	0	3	1	0	1	1	393346889273510285675453885323984896000000
0	0	3	1	0	1	0	10807029967950100224509174534929821696000000
0	0	3	1	0	0	1	72435873762744477210502008910665265152000000
0	0	3	1	0	0	0	2054189655813809795972330599038137101824000000
0	0	3	0	5	1	0	1485576613837113422118912000000000
0	0	3	0	5	0	0	1173766305279941887127896719360000000
0	0	3	0	4	2	0	-416416551931147110226329600000000
0	0	3	0	4	1	0	-2404103881627722248695947460608000000
0	0	3	0	4	0	0	-1023572985816803794261459236716544000000
0	0	3	0	3	3	0	5237262557898892443648000000000
0	0	3	0	3	2	0	642628972977010633815557013504000000
0	0	3	0	3	1	0	1248669032266583959531095774756864000000
0	0	3	0	3	0	0	329249603836750421980187704773623808000000
0	0	3	0	2	4	0	3611905212344063754240000000000
0	0	3	0	2	3	0	-25290831189724060211970048000000000
0	0	3	0	2	2	0	-289266305010242573279597036175360000000
0	0	3	0	2	1	0	-276254501008425650376501293145464832000000
0	0	3	0	2	0	0	-49766956117713319003838008280280391680000000
0	0	3	0	1	4	0	-4585492456378799967163514880000000
0	0	3	0	1	3	0	13633548562071531638880916635648000000
0	0	3	0	1	2	0	48220329991631474400046551842955264000000
0	0	3	0	1	1	0	27054158039867002709858697596187279360000000
0	0	3	0	1	0	0	3583240694932502857287596280051648927744000000
0	0	3	0	0	5	0	-4153690994195673317376000000000
0	0	3	0	0	4	0	916890759680984818985403777024000000
0	0	3	0	0	3	0	-1802520037726022980932664442830848000000
0	0	3	0	0	2	0	-2577882919000199628781721005220155392000000
0	0	3	0	0	1	0	-966075291282075998520214645997330055168000000
0	0	3	0	0	0	0	-99270700754150480680327127722879275224064000000
0	0	2	6	0	0	0	-1862388625114907873280000000000
0	0	2	5	1	0	1	8832236964560093399040000000000
0	0	2	5	1	0	0	51289054015285705310208000000000
0	0	2	5	0	1	0	26101658761080148224000000000000
0	0	2	5	0	0	2	94473895710374417571840000000000
0	0	2	5	0	0	1	-2083716732900182325556469760000000
0	0	2	5	0	0	0	-23501695049860512866929827840000000
0	0	2	4	2	0	1	6467567770853589159936000000000
0	0	2	4	2	0	0	578252479851738316814745600000000
0	0	2	4	1	1	1	-6673559239995086545920000000000
0	0	2	4	1	1	0	94682708980463058757632000000000
0	0	2	4	1	0	2	994962499081388382221107200000000
0	0	2	4	1	0	1	18249066092723854147047383040000000
0	0	2	4	1	0	0	-323340964148012276214616817664000000
0	0	2	4	0	2	0	-7477772509931069491200000000000
0	0	2	4	0	1	2	65522217992679031541760000000000
0	0	2	4	0	1	1	3071982844371913227891210240000000
0	0	2	4	0	1	0	1775206150179915148660039680000000
0	0	2	4	0	0	2	-250243218062913495256359469056000000
0	0	2	4	0	0	1	-3666265877495407408051067301888000000
0	0	2	4	0	0	0	33116631358815801980412980889600000000
0	0	2	3	3	0	1	1998356539392842438268518400000000
0	0	2	3	3	0	0	14731047051388893699755212800000000
