A	B	Y	Z	coefficient
18	0	7	4	-1427603381394800055812999673257189559056892128072460509459152896
18	0	6	5	35471255385307644521030930894039134443542660025463833454227456
18	0	5	6	12255262357221570616749609395403306193559374208474690275147776
18	0	4	7	-1557323624732878427141481148996564427840715897450150106324992
18	0	3	8	88068963061756314036501463226176511212645752535138952275968
18	0	2	9	-2731775634041493826022575495359582990850713915198252644352
18	0	1	10	45488410865880610619770344421949248123591644656163840000
18	0	0	11	-320626526058048785392255907780894695343198592939393024
17	12	0	0	-593772058487017849454454081907289371393370273697792
17	11	1	0	-59373008731814384216379259915420937514717671538941952
17	11	0	1	11812390034427450224223106687807046259999508757839872
17	10	2	0	982578093806226310954908786751452169910762195435372544
17	10	1	1	1040512490387034995433868873596756542417938162070224896
17	10	0	2	-72472347339254722959962777503777294243966613641715712
17	9	3	0	434553168629049358460592182188693147480676943635147034624
17	9	2	1	-4685971481763798965392973331549156904332389184198537216
17	9	1	2	-4687699338324631303277122373207108185945045982463418368
17	9	0	3	157099289830952542344321653646611160686688747315437568
17	8	4	0	27561431007539750122406036759379137339194402325695869616128
17	8	3	1	-4084763856690889284092882902594640419824498592267000700928
17	8	2	2	87639502728259605560299089863428607611621257110623629312
17	8	1	3	2948495852507242831688536853336005790673376650668408832
17	8	0	4	3162717327727390360733771270261330888458754788933632
17	7	5	0	783970030271199501971113627707372696273049880300865243672576
17	7	4	1	-193806780133270098145393069751564994360625916445473928265728
17	7	3	2	14421171761723141110527695093514225519212829219499335081984
17	7	2	3	-568020834540006546125445102785007463962703430685669986304
17	7	1	4	22885907991041724378338448826719176836765201907982532608
17	7	0	5	-549208294561963706268453485970682641493297382430375936
17	6	6	0	9848295408981635761954702496111562826520969544226806511730688
17	6	5	1	-3414211051682163131816098934247791709074440440565406349729792
17	6	4	2	325420664876249408838990298396683211447393823811393268346880
17	6	3	3	-15456760967226229158785020204630381534375192921042334269440
17	6	2	4	824164426225894702562418391932144380897078087118859689984
17	6	1	5	-37689617334485971941282021882923434819038258891277811712
17	6	0	6	644532488694539609441112683982217285043141561622773760
17	5	7	0	18057847186147328758895320619734572339048573503919253933916160
17	5	6	1	-12799397995468587856272290694645092418931372969819196581539840
17	5	5	2	-452673798729821439158549728920019056775387688976099342188544
17	5	4	3	290354034954731733439160887472615657920875969836294233079808
17	5	3	4	-17145858853609219164625213769012755777374234002859655938048
17	5	2	5	82862342837377573860715287530571644987854035643861770240
17	5	1	6	13043276800306767122007715196089066898054627387723710464
17	5	0	7	-174834482122682847912105335717658399604478235926593536
17	4	8	0	-340867863906469645022979218050070680657520452801404937450758144
17	4	7	1	130446936038838769620571921459406450760534908266040604718669824
17	4	6	2	-66799181390585771521099155227017941200713318679008673196466176
17	4	5	3	12851108066688211427323626581600337643372170798817325930446848
17	4	4	4	-1069986490962735259820000395444882224830080994582743929618432
17	4	3	5	44307821196443796833231403646047485878574420567717480251392
17	4	2	6	-987570626320668888849765427025548627227464590748153094144
17	4	1	7	14724760576230990899214357639304296135760309572188160000
17	4	0	8	-172159248444574052396254837801405026001657175070511104
17	3	9	0	2432360042937236940367441529010710112193775674638555328762970112
17	3	8	1	-1611607362530815372408857766969703761158682590289776888116920320
17	3	7	2	61982808706943700108338982375825287476555457413889146508574720
17	3	6	3	44340787182517566323486634870125917952184624904150512957652992
17	3	5	4	-5980888160021649656618957685908822658716227287356568592515072
17	3	4	5	305052317341051160952028343406110383229805229003978487611392
17	3	3	6	-7997100037208178790006452349520521058898216217274733748224
17	3	2	7	217348633600354102594066367436931781931253304822249103360
17	3	1	8	-7835667291324194198717438638088693710599695737818464256
17	3	0	9	125791153525281742006318067085661330745307188369891328
17	2	10	0	276862642793081588043504889434343596389784533121409104629071872
17	2	9	1	-5820979928317051289180870607430831989712688322826069530155876352
17	2	8	2	1391785508576340310994327240136898219401314450072558517379989504
17	2	7	3	-155223142449682868796707671682684324873582878047669734123372544
17	2	6	4	32405220710170154083789269627592843475964823291550592037257216
17	2	5	5	-5403984459334707307620092808029924821457171381988705717141504
17	2	4	6	468466073722546095711464024994522524755414102492629338112000
17	2	3	7	-22039622464274360638997003198672565917125168574255930621952
17	2	2	8	566977751294353112631829204285289296094044140753218310144
17	2	1	9	-7409891704170346415455024755281928804210525432415223808
17	2	0	10	38958547897565830981938877628043753999507612563988480
17	1	11	0	10226950308949864151147806279425012506008406857137697060759142400
17	1	10	1	2237986612102619486707972545701832842308873303847935912962686976
17	1	9	2	-8930258259989077304923885916314502203134488499439461189262049280
17	1	8	3	2790382513318221617866253196096096720706138409604469202116804608
17	1	7	4	-291334690403680273006360447223213895553929447402515006791188480
17	1	6	5	2599126263761715323580833613876765432884439828498310263177216
17	1	5	6	1930659390082529905595954819158280831160068012828291254935552
17	1	4	7	-185414648448973102122067291578507850341599187237818260856832
17	1	3	8	8549157902399253684835595160493333455147290431574814289920
17	1	2	9	-224905552627983175837342582975934358415558078710140891136
17	1	1	10	3329336060328630419984124596194575705899327985912889344
17	1	0	11	-22320639562578244957956846673922689983723566310162432
17	0	12	0	-1606887882507337126778043853671131623529918891224500698415562752
17	0	11	1	3927056231701239512462911989627560583270321469234659906262597632
17	0	10	2	-2831882812661818730817225882139518038789251826970991239856521216
17	0	9	3	568808008934051813911262042872985822869921965230960687258075136
17	0	8	4	96749822746552140000727334027731717031349357126684826107838464
17	0	7	5	-50994190010462377625811220062369857028106368715146118942064640
17	0	6	6	7795197433087802988409129024958326969186410321349922405400576
17	0	5	7	-623729556935068975559379505972507596007000555435301626134528
17	0	4	8	29202734459719667732393933085975339900900874476822960107520
17	0	3	9	-792854352206836067292148839576677107215676582616116027392
17	0	2	10	10540084104537502057110189624883729856954552248974336000
17	0	1	11	-4383435512146278279829679453102764495461388071469056
17	0	0	12	-1174557699451143282033019365992452809498455072833536
16	13	0	0	-3149914634832394486912528096197678058915456229376
16	12	1	0	-801097615277465061991600065670274867603762059591680
16	12	0	1	65538745180183322896020915621000559689691380449280
16	11	2	0	-81769378444708214220114486623484511442181688359616512
16	11	1	1	14735901153158611401819006644960667594069812651212800
16	11	0	2	-484784185175210328826839870971300349529863614029824
16	10	3	0	-3983396225657608061434312842997242523956309861055979520
16	10	2	1	1282227815839731712886603740205415737397106155110989824
16	10	1	2	-92100243077271106650396637361674591193174519888707584
16	10	0	3	1629291184447406529376337809843880845926851241787392
16	9	4	0	-63408503262780975003763126912415500072373490283604434944
16	9	3	1	51818228439454134313504445399326183989774652897645756416
16	9	2	2	-6411491307137339575997322108448308486252584317265399808
16	9	1	3	246660115404466061054655774398183009936798996777533440
16	9	0	4	-2742206758339861186141942944787241047435693273497600
16	8	5	0	2849717439560197125080857990033064868948839407676550242304
16	8	4	1	602397313952690661792752067718387934895421602741963816960
16	8	3	2	-177815232975297024196599744199036937757091469610811097088
16	8	2	3	11248717595902557846209583471254296478005175459170713600
16	8	1	4	-246218521000279159792040770346484658137544534401810432
16	8	0	5	2269534904287253769471081585893153343257415747895296
16	7	6	0	164484091315366999357854322957214838084530886380094646173696
16	7	5	1	-24662019751874132508354033539940041394919079289903480029184
16	7	4	2	102216240690135472073640010096852253233044677017138335744
16	7	3	3	44900316098165950879839047034547213959924988891976122368
16	7	2	4	2686624743808523708755915930229666588349418771208380416
16	7	1	5	-172112724724582677445774614848222849781030924544278528
16	7	0	6	577329041244611432471323387266800551992564819984384
16	6	7	0	3049898658594016050028593291931214524439236278336697664618496
16	6	6	1	-811499801817136076682798571294626116410341854337992275820544
16	6	5	2	70716466038238520184770856808463644905215671671383511711744
16	6	4	3	-5018160393956143711649000806489476516413243245224726503424
16	6	3	4	427482804060875684589403429590757601491231402059796414464
16	6	2	5	-21071842167469106210053982136145390066114479388603318272
16	6	1	6	408367329946763885312704442907375380356078763766054912
16	6	0	7	-1559032228066633906743549412864471972855273840017408
16	5	8	0	18808349010644084477634612556146243360213323861627737569607680
16	5	7	1	-6344070253131149052674722146418177646096209515382148320886784
16	5	6	2	470706724476233568836331750923298385760329343990087877672960
16	5	5	3	-30290448206873370468683373204301297273989588784707996254208
16	5	4	4	5611319666519027837833159297575483097370450853023959646208
16	5	3	5	-473732535749850496102859357415664739574282535350890938368
16	5	2	6	15909342498855704675214243622111382651001615292540698624
16	5	1	7	-174395607722951218828737799311630337629831027905396736
16	5	0	8	-286117432153923345770452907744299571855606601596928
16	4	9	0	-38188365615528635485702055704853130178331884536589302478209024
16	4	8	1	29641425828374377297881020686611604367425059964865911938121728
16	4	7	2	-15069001388257548494581668549485313379326756978715141955125248
16	4	6	3	2390538595285894706308438944090854173106201373751685307924480
16	4	5	4	-153090952068973122907186714689209568746835699330307177660416
16	4	4	5	3776157124837276939117445370902507753968829180312427626496
16	4	3	6	3509678292842849392565233024300327031080439158842654720
16	4	2	7	-1230781870113626420876743992595135600241317178133676032
16	4	1	8	15484309402835240474424951751578677320928522960338944
16	4	0	9	-406480481655460441794275858290940210983733964963840
16	3	10	0	168022228190839089539309418238267270055343369281397626039304192
16	3	9	1	29356868722245006741680018314648910794079353479758446231093248
16	3	8	2	-94234928423290353626402876285830105208680584385890315053334528
16	3	7	3	22442902301736399378441664493487469082805659575628152119754752
16	3	6	4	-2169644407709299735119359742133759528009667147147498889117696
16	3	5	5	115906740284889508007001965712112978165401826933014293053440
16	3	4	6	-4593715891944709588655419145714032551655427410485998272512
16	3	3	7	174861331118066399548163541085951233530462984301624705024
16	3	2	8	-5136069315120710021972896370239622958553948034630541312
16	3	1	9	71332016886031203382294405194130517221960823228792832
16	3	0	10	-112339970993883159138611656923422184326987404148736
16	2	11	0	1065244170233909855701549845289445133068255826478249416053489664
16	2	10	1	-1277854230344262181172145274985206346801330331700149165843873792
16	2	9	2	253106520088190045857698334011754220120913164574307074069626880
16	2	8	3	-41379713698896883614010969480277181756204588043687395895345152
16	2	7	4	9493234285473065095122236054811787372594547442508905964437504
16	2	6	5	-1291280250023732440930336897804906223423484621111064184045568
16	2	5	6	90953781084887916505805944690559548841652832140144778887168
16	2	4	7	-3235468410669182151409910132819492503162816775743985565696
16	2	3	8	38276523529842303442803159130491208873251056759617511424
16	2	2	9	1024275053653710825062088970375481031332770270623866880
16	2	1	10	-40129320439498548466097803220126543657471722662199296
16	2	0	11	452647675799474880854340170649572437678222971961344
16	1	12	0	499864362052317645624075164031800846664895578923679788139085824
16	1	11	1	1758126419817284639400312791551237059891369352676269682566103040
16	1	10	2	-1539131330750729573103876837104266016538425994023825367752441856
16	1	9	3	275472238847075827519782911947276217159966428740080138506076160
16	1	8	4	6421507787046782477185167207606946418604374492614282169155584
16	1	7	5	-6648459733224201971104574448735231158324163801337194583425024
16	1	6	6	837917443255753938148546153488692329973320974422245539348480
16	1	5	7	-53401447716550071365758654453020134189632552439917989691392
16	1	4	8	1957939045644211005835770660532737618278150488948512436224
16	1	3	9	-39249932461978801625804895575860126354865721104517857280
16	1	2	10	251748572760233086459277652541763542581952452050436096
16	1	1	11	5635671694244835758956212934728610688551612121088000
16	1	0	12	-100327152440375993410619783774605177826162428084224
16	0	13	0	-144301471400564193223115249847412779635861755740857536053116928
16	0	12	1	265097288450215132136868468898905747474929024757678865560502272
16	0	11	2	-71255725035607775585929847585594417493083065492042140446883840
16	0	10	3	-91763141690422220637870210677130630776412410036758128112435200
16	0	9	4	59536783745631500430859015286960596709126868323771151343681536
16	0	8	5	-13591710782652116105052808826678491287345890559021197990363136
16	0	7	6	1552682903677151042240893410434686777591279610281561405980672
16	0	6	7	-97786149979065967960726749863193653397049856028630726475776
16	0	5	8	3136615675103456592683175651860617242979209910170248847360
16	0	4	9	-10477219916906924505022919752173118389669363043354312704
16	0	3	10	-3151944455682565814040166255209516208453577475535503360
16	0	2	11	123839442320619711916839855033059396088310611663126528
16	0	1	12	-2107746215131352923936016565914973425550657029406720
16	0	0	13	14489113442066217367550734603313285962214506758144
15	14	0	0	6972131170163268316022883661754805563636465664
15	13	1	0	71346198477360366091286081018737893335080894464
15	13	0	1	-228298688103409628356388372142185561237962457088
15	12	2	0	-174807620789955620464788023438740686210710105161728
15	12	1	1	-9649755767522071747292783470763530532112525164544
15	12	0	2	2426038025042005582637734271637456239789891272704
15	11	3	0	-24254085065908715192444909311887655296928142751105024
15	11	2	1	2716499077860888861014141623193282079830516684685312
15	11	1	2	105492912429643541377211815652899128916136215609344
15	11	0	3	-10279659631887601787126232303776702695944156413952
15	10	4	0	-1566744141284285834842806265295776511431392503340171264
15	10	3	1	363678801363943633467424965498537269262168452722065408
15	10	2	2	-16773170632997685177639692283623693043987054081540096
15	10	1	3	-281216225316699900442495688045604949270791275544576
15	10	0	4	16189383324342871657256993700737314636413298114560
15	9	5	0	-54162884493195816200875880437570002926443771753395191808
15	9	4	1	20112781927037509556651967491116000104027595173326684160
15	9	3	2	-1927582280056872304123696999642192128110717523400065024
15	9	2	3	58071312211352098139081615452239879752213710208630784
15	9	1	4	-303901195261298497996042597206160884589135986032640
15	9	0	5	3867144024530085361663801530200611065842156765184
15	8	6	0	-758238380788183341417766925385106900428012475019072765952
15	8	5	1	541398176056506986933489194129213965332315179758041825280
15	8	4	2	-79743565119324567976145334667938318329681575630861565952
15	8	3	3	4388192943098230385443037686136473761688278942337105920
15	8	2	4	-111033463350645402991447318268533890965389229605650432
15	8	1	5	2109710925777457291026690590403687782776752363798528
15	8	0	6	-37321002450202387067575427726249047637774353072128
15	7	7	0	9640819506623996580625495282546859187539603200198314295296
15	7	6	1	4715734474718128773174255034779330709075767121128914681856
15	7	5	2	-1269395414154118343875467503155179900104539674442624401408
15	7	4	3	93272673057720773540632381771162909725981252425400188928
15	7	3	4	-3042158169243667416968879027253486565847517662864769024
15	7	2	5	91332005048515662833954981967528721037120686152548352
15	7	1	6	-3424281784970493513189813356635789504263068356706304
15	7	0	7	54031039775603614384646540707951803228840092762112
15	6	8	0	436492037308089605299527647766572456018892651509648829972480
15	6	7	1	-54543059463142498763338494240488170990492523355049607823360
15	6	6	2	-2456674084258787093565941838898126409374368646392325472256
15	6	5	3	114369454027301472774537501247742434549981746443240079360
15	6	4	4	36447379573378546791697824868328707539455004156745089024
15	6	3	5	-1963313933399071125877971111489756202165423051482660864
15	6	2	6	-13918945091875493248422358465853733678965174474244096
15	6	1	7	2097562567609184733186848426164708837469799616610304
15	6	0	8	-23115809906036747590885485610419530955548296740864
15	5	9	0	4489112262317747664195189471392765301107255077874565659492352
15	5	8	1	-1160819028984565007768686943903034346249358359598383357231104
15	5	7	2	111492760276037200644203757784151790935437784980930559213568
15	5	6	3	-17872362262018107488940429202297728517616933752381980278784
15	5	5	4	2438238115463169603275589243550783663246719937622445195264
15	5	4	5	-153971728328376881643922354017327735335242144602489913344
15	5	3	6	4138283221910640441314860925200430554262183440621043712
15	5	2	7	-24696737986450007745035878670227879116511364818108416
15	5	1	8	-427938825360207901457251849549933559013387150163968
15	5	0	9	-2672082746283822753897568517126761433576958197760
15	4	10	0	3976599104037857716753930450054985721408605113005891360129024
15	4	9	1	1697302994322626481905465609258643872364147539647001206456320
15	4	8	2	-1284245833408096966587974689372447449315819608811057601314816
15	4	7	3	86492610537032659526580940471255070639901879165502046601216
15	4	6	4	13070948973899335770274882130001778869926521177641368616960
15	4	5	5	-1984146853109207649765673426796809291062194644710839353344
15	4	4	6	109077190506773981560682427749785560683811550207476891648
15	4	3	7	-3285759566760996564250408302282806685710496914834325504
15	4	2	8	71187727476885516895319892303055447327207152837820416
15	4	1	9	-1283138127522974996849241637983294353407141211013120
15	4	0	10	11804061714194096140564606870160421702246995853312
15	3	11	0	-15909960066995931036521696934114896044538584363232301944930304
15	3	10	1	46357821209815311513432209814276264257344938536457164965281792
15	3	9	2	-24294337672274344119766246636980344889105427460341461221376000
15	3	8	3	4063023439125178709214682552720627120860967621322899103416320
15	3	7	4	-310354702181614185711227147151903912795340861273541670076416
15	3	6	5	13871186927593488029480128922963595644834319322582650716160
15	3	5	6	-536947635821989778319468376498772807157680617085374758912
15	3	4	7	20047003965898647689139224330037016575023945192460877824
15	3	3	8	-261877367945459606344018455444177467607629283268558848
15	3	2	9	-17204646880772628620920056222923974801160994645934080
15	3	1	10	738737359736686781723149309182414416511801743376384
15	3	0	11	-8408018004063789060346953006156564300673364262912
15	2	12	0	213920609920643748537468421536691561631416171854145561189416960
15	2	11	1	-150635013951095258053541028712004317119197513317833345727463424
15	2	10	2	17989348512732827469021583031100551071219532406395447034249216
15	2	9	3	-3789884579342454476274306147597667251301960473893611467964416
15	2	8	4	1055432387667586917545509100561008436484381015410936617893888
15	2	7	5	-109488616809684630698223601457014693937582840091714385084416
15	2	6	6	2543951156687579914355099327632630737328185259786316218368
15	2	5	7	348378018155746350675729805614575415209750592559173992448
15	2	4	8	-32853210969644019760718397848827224633679506334834409472
15	2	3	9	1290507702181242530762864544158451241079008340593803264
15	2	2	10	-26998792982812851171610544681008263754447484899098624
15	2	1	11	286776356235220719445971743942588815563049204187136
15	2	0	12	-881896232213274806054246941539056230511111307264
15	1	13	0	-19974680089088150266410090074385747368346001488874899075760128
15	1	12	1	286851940822550197803527629005582007849139386868846774419193856
15	1	11	2	-142217441366132873725112801623608224683138287656390944572309504
15	1	10	3	-2119019824505783542767097212000343601092895318565467357970432
15	1	9	4	8515484421476901333790670070336822860380856839576421658525696
15	1	8	5	-1556175657042087907605085295985212410553643164956433450532864
15	1	7	6	129172549384456699443342017509095481924303325691626717184000
15	1	6	7	-5266446093318159203721136052444656339635472590286784299008
15	1	5	8	38485054911544573334701923719856412133330459702312681472
15	1	4	9	6784480773666473979956907291758607307005284101758664704
15	1	3	10	-369682106456304679569496062199551456661443057107337216
15	1	2	11	9642866132860450091594389060141606956176853006286848
15	1	1	12	-138247254654609867695515217422411609356864545882112
15	1	0	13	949095836650380797800111724940317831825568301056
15	0	14	0	-6932525610867193366516526249941942336056717608661057301118976
15	0	13	1	1458442050767806672095043336460421918272261016841257171812352
15	0	12	2	22207327051277553552274082494360306847128791256705542259212288
15	0	11	3	-24845179906528143923737896055649828616024136542771836136456192
15	0	10	4	9734164080076540095530963225888373370151900160718601308864512
15	0	9	5	-1673515299554534102712288997900362203540901111163968313884672
15	0	8	6	132600652700432363146840689719511481490499106810747366146048
15	0	7	7	-2706013950535359173663166902362862604499818125242076233728
15	0	6	8	-380282274281442737873044718707008438369426890525440278528
15	0	5	9	37837519742493002641692343081630278177518421770101260288
15	0	4	10	-1678088235936790280397261664155986554746609477715378176
15	0	3	11	41432613849985552548769154870524779844249858602958848
15	0	2	12	-509101390512906732505547560896700650045314363817984
15	0	1	13	512184053069979137398002658911040848518015090688
15	0	0	14	47081633554411068603330380163013371377328586752
14	15	0	0	25530257741609837745228855533982867853148160
14	14	1	0	6538269326589335403449656969261454217243131904
14	14	0	1	-775651732208969646601531099387925232964337664
14	13	2	0	699289282044757731968023969284189276281103286272
14	13	1	1	-189600820613743556073824834543553723067858157568
14	13	0	2	8640850462679157097468254196492156635580465152
14	12	3	0	25176939953220766047817109312734920391264933675008
14	12	2	1	-19043592354887016853307032667311886908618780606464
14	12	1	2	1913884483970238197166404663210385476380676849664
14	12	0	3	-43545271556832199190178995549044510634183491584
14	11	4	0	-1659655960490811850076905750526343704541458167136256
14	11	3	1	-717726755039115288711335950491632814390824759427072
14	11	2	2	162686760608875145819978442878019949689099687886848
14	11	1	3	-8141283455506160166736897600334557978652642770944
14	11	0	4	95508102219711193657803422082266744958958436352
14	10	5	0	-232666666004437256191582854630819594021371424459522048
14	10	4	1	18176541412043049880775056564785726662803060074381312
14	10	3	2	4956706565197170199298894343161860641839027594723328
14	10	2	3	-539673004417822472232178383640659626107577463275520
14	10	1	4	15031782105269053615019810087961249350789119082496
14	10	0	5	-103908753265878433165195230869759134960064397312
14	9	6	0	-11850397289604280618715820442889920056317278169744277504
14	9	5	1	2928197701113440934439285387851868218070144120618942464
14	9	4	2	-112454810321218482870880608662053505038953286009159680
14	9	3	3	-9930552263173076179483169307844824346473706151215104
14	9	2	4	675731977832709613832591604435029172043821862944768
14	9	1	5	-12515181328062565039058401647089009900619647680512
14	9	0	6	160577523997795797734441267953217140100711841792
14	8	7	0	-304634217128090358240017139583662193759359194444598607872
14	8	6	1	121894373994370693931384083218164860552691980681825222656
14	8	5	2	-12994684437854716570940660640423564574965726749147725824
14	8	4	3	457096311870978109518011149323684201134182644350976000
14	8	3	4	-2240444522624673054759948837171178022725347665313792
14	8	2	5	-177044285446684515320403818655775939819201627226112
14	8	1	6	12944492718276486623938753635571426059690092003328
14	8	0	7	-420303136512681586471896546474213003430663815168
14	7	8	0	-3097405775654147422621813556661519430392869007659993923584
14	7	7	1	2256660152816914079374952826708054057251979438795451269120
14	7	6	2	-361858862590705601985149274721758494278577135206706970624
14	7	5	3	23735110946999271348554442206155511958795386855693746176
14	7	4	4	-923523120018265919746716543923294751997261916790030336
14	7	3	5	32466214649216673242187047806518996304104734232674304
14	7	2	6	-757866511501625421804196591384209526773084843933696
14	7	1	7	-2595622082163420187878687640483313311152727916544
14	7	0	8	311884458161424426445744530341186730907379171328
14	6	9	0	12436713198388768376966486725600177306060834293297389764608
14	6	8	1	16312893001555764646273506522515423895112845926843368341504
14	6	7	2	-3973558017426789536619929231693063575969909394420713390080
14	6	6	3	303462633696321628928130615707736862623793657553073340416
14	6	5	4	-12608954881409456467116271685672810687133055072605241344
14	6	4	5	634748758698030693328124074987366905126158441142288384
14	6	3	6	-31414574114218434468190232032840419972748866824306688
14	6	2	7	731674810304950228358204751766194181167255814668288
14	6	1	8	-4623642881940504379054835660532471577296547872768
14	6	0	9	-2752775828512102222695946508075117965876396032
14	5	10	0	520823826117495799466752209606047689249628079598045702914048
14	5	9	1	-56136290795421118324014809204549514393896452052958544134144
14	5	8	2	1025284657570023260245606231836727837771447482315482333184
14	5	7	3	-2038753428252632007389510243071399073483549903169961328640
14	5	6	4	324368069401833722234451838595898767689433543997550559232
14	5	5	5	-16810267796159615820030171962822778846408379644393357312
14	5	4	6	209008307601364212713999801247433302916729641314746368
14	5	3	7	8367870091960067832416995369357097537257688470388736
14	5	2	8	-238506869334675522955094401689765765639713611579392
14	5	1	9	2205037034653236379901626068870850960257696399360
14	5	0	10	-40846612022726161856416339104197252850871959552
14	4	11	0	1978747456753687332160165489231726536795937617881918280302592
14	4	10	1	-363311320013739768933225731650782993809547876639327878381568
14	4	9	2	86853593779082170053773206594365409845248726345379301294080
14	4	8	3	-46670421096991827098860736333968143559653007893999798190080
14	4	7	4	8104293011573687931224654533369600855465234287710396350464
14	4	6	5	-650678368285803627920733845058646897664474963380368506880
14	4	5	6	28974935278453092119682021746651651486655534772392493056
14	4	4	7	-787857863377998707877349459547928011737033552355917824
14	4	3	8	14024734898466922132532914799342043683974288004874240
14	4	2	9	-116025774325195888373364978231715954140972173230080
14	4	1	10	-2064133306100284713160704157399195023543392796672
14	4	0	11	44026787270262407676074075612968534411208294400
14	3	12	0	-4981360787111060187092909703847040773144715847375695426617344
14	3	11	1	8257463022223559459150018973290642834517414946957720125702144
14	3	10	2	-2915844275351225804952152583456965343066219475355850925670400
14	3	9	3	301574965182982895138844154437554099053308284845925015224320
14	3	8	4	-3882425639617294931694744993996644404763301266604244598784
14	3	7	5	-1127170099810468621611518906357485204209210464203331076096
14	3	6	6	87797111654354719687100611030031011065264155223934107648
14	3	5	7	-4384245708281493086396756717416790050940929283048079360
14	3	4	8	228866654827439334157310114392515201883630497127858176
14	3	3	9	-9147850669869672066678194219753280256174029795753984
14	3	2	10	188382669459633685880626925200370482834428371927040
14	3	1	11	-1218789848453366097548276653404395585372518612992
14	3	0	12	-5989047247984449789334274846773375939375005696
14	2	13	0	24775639505784978532362970253549239386204061698123504279355392
14	2	12	1	-8003130038144968940400394136534020398130966971087002825392128
14	2	11	2	-1507046146821955210671949369276774477973669480411486754963456
14	2	10	3	166091559450145800499917476540203501597707741388913233625088
14	2	9	4	1774695045949152856988247601875867410048736060867647373312
14	2	8	5	8276620071173700082964784145883926046526232254332917776384
14	2	7	6	-1904943665868840920590812203145572183997799294743217176576
14	2	6	7	178390254617645009875585091931873896937461896323503357952
14	2	5	8	-9034589845408219668729718690437785364323666278136020992
14	2	4	9	258438343972457544968349502358386666860931925100331008
14	2	3	10	-3613997627010390509804632331454687708315014612385792
14	2	2	11	-5667810489020580177784986770328882953737456582656
14	2	1	12	1062655215307920164615382362757898764192571195392
14	2	0	13	-13025003950766825492765639242746172199443365888
14	1	14	0	-5752721341853735068559345188174817824233928248682584918196224
14	1	13	1	27479226378374738169553707053901913772030821525562332777807872
14	1	12	2	-4430490724354502327585239235050471502529970861162790972817408
14	1	11	3	-4496767870000542539245263718683826145173215175788464323952640
14	1	10	4	1436871667542492149970640754125114027400248641566584014372864
14	1	9	5	-160311924390076852315335170566770961761025653700019185778688
14	1	8	6	5861680304677222775702346684579564865682207018347116625920
14	1	7	7	384861601794203526291706131040344140100382337318318505984
14	1	6	8	-56870622817249260246936938193394793217771825878962077696
14	1	5	9	3198349251229067044193557444353620309969916079862710272
14	1	4	10	-103674419906922144129533976886655130825322915508256768
14	1	3	11	1976055572291563835751614111639338322746550368862208
14	1	2	12	-17044058905104306119325571097718646143926233202688
14	1	1	13	-91873023594775900858311614849536330447183675392
14	1	0	14	2946194841444488746778952130581226080027279360
14	0	15	0	-50755479423015836436815407959059585310271010959502553907200
14	0	14	1	-1545242393231254532182322334011751068641296465813788439871488
14	0	13	2	3662252635427698636914266701551809838910094884785709331251200
14	0	12	3	-2825553262447000565147937246566236783691362542377835146772480
14	0	11	4	835784978348731301508106393287532302944491290394545805590528
14	0	10	5	-82019606021050909144360044385809289077453824522420528087040
14	0	9	6	-4014113645992701729051032019878110340563843842000999677952
14	0	8	7	1585489939525230000724845102064198108680599660335392620544
14	0	7	8	-158773449724125810851553328384656231069408612552727855104
14	0	6	9	8642022716939868585485091237822618165153123192622645248
14	0	5	10	-275636510876532558419581847792345947643069881563217920
14	0	4	11	4486920920422803946414223665894909781302126514798592
14	0	3	12	1389100346794042197386627096716788403507921158144
14	0	2	13	-1397473674894013024004333849119605926712909496320
14	0	1	14	18301394917545852873246331923941446107883634688
13	16	0	0	-58984539855603884663027245972485395447808
13	15	1	0	-5781567527750379342005018005468058889486336
13	15	0	1	2534130862489584582769801302601610815340544
13	14	2	0	596665999266955449510013402279512711131430912
13	14	1	1	234978447477380228455592813645672703590400000
13	14	0	2	-40853232130216086611082505907298761699229696
13	13	3	0	157538820960716288154515084551192642860649021440
13	13	2	1	-15784043877434263645351885158590784023131324416
13	13	1	2	-3313613222764636151642427652490250853347753984
13	13	0	3	302335389302565649898116046234159315014385664
13	12	4	0	13200891605635881919558382834887975396352547815424
13	12	3	1	-4090962544149749843994943080443611479306473963520
13	12	2	2	146993436149307199310991704287167386741637513216
13	12	1	3	20243201343338211099005616447678407135364907008
13	12	0	4	-1015570957792429851357670370501633265408933888
13	11	5	0	453186556475287317547941786167816627006985417523200
13	11	4	1	-296387129573645539494367848844022430907116069912576
13	11	3	2	33993505583305428754776456852352605156422348439552
13	11	2	3	-509385344038216675403654392566504216735557615616
13	11	1	4	-58984424079680978791714665735750086144767819776
13	11	0	5	1426406225881596705902817809936456601531580416
13	10	6	0	-5588330094812149286781574669160557864241082745159680
13	10	5	1	-8967718211810641425747413023004744391684253650124800
13	10	4	2	1988862024350739829664807906260033390970576340320256
13	10	3	3	-111418926630548102378590742554892024872775508295680
13	10	2	4	441544304725565027943975390839365342994820759552
13	10	1	5	81227205723197998394486618988876975560973090816
13	10	0	6	-604055349518916563532180480950432813071466496
13	9	7	0	-1160494231563592900970359080232839366460979431032619008
13	9	6	1	39102833841726621951449413127752114793362290861146112
13	9	5	2	45896868329536558339278529832225094043140521447522304
13	9	4	3	-5032008859321686518920922312090592384828959261196288
13	9	3	4	150286340809154515114454403603109011082469952454656
