A	B	Y	Z	coefficient
4	0	0	0	121
3	0	0	0	586944
2	1	0	0	-792
2	0	1	0	135000
2	0	0	1	-396
2	0	0	0	-28593378
1	1	0	0	64800
1	0	2	0	7776
1	0	1	0	-4304016
1	0	0	1	32400
1	0	0	0	459104760
0	2	0	0	1296
0	1	1	0	7776
0	1	0	1	1296
0	1	0	0	-1051704
0	0	2	0	-116640
0	0	1	1	3888
0	0	1	0	33668136
0	0	0	2	324
0	0	0	1	-525852
0	0	0	0	-2428703595
