A	B	Y	Z	u	coefficient
0	1	0	2	1	15385936257978429024
0	1	0	2	0	29472776983656857088
0	1	0	1	3	-19596542846456073600
0	1	0	1	2	-551886018399594871488
0	1	0	1	1	696052614631155847488
0	1	0	1	0	21872214150580861807248
0	1	0	0	3	-2849314027555089842400
0	1	0	0	2	-105525575552604045592512
0	1	0	0	1	-611722936770175873508616
0	1	0	0	0	1517580582478466412828672
0	0	6	0	0	99179645184000
0	0	5	1	1	-7934371614720
0	0	5	1	0	-7934371614720
0	0	5	0	1	-2237492795351040
0	0	5	0	0	-58393007898531840
0	0	4	2	1	2115832430592
0	0	4	2	0	-22568879259648
0	0	4	1	2	39671858073600
0	0	4	1	1	5682200231881728
0	0	4	1	0	906369717454848
0	0	4	0	2	7468227282355200
0	0	4	0	1	1219669819381145088
0	0	4	0	0	14260578210423641088
0	0	3	3	1	352638738432
0	0	3	3	0	2703563661312
0	0	3	2	2	-10579162152960
0	0	3	2	1	-1095868959519744
0	0	3	2	0	11697864470793216
0	0	3	1	2	-23868573409981440
0	0	3	1	1	-1576276481957863680
0	0	3	1	0	578141954892380160
0	0	3	0	2	-3433084573911575040
0	0	3	0	1	-264507844468311232128
0	0	3	0	0	-1850451507029406440448
0	0	2	4	0	587731230720
0	0	2	3	2	-1763193692160
0	0	2	3	1	-164241492424704
0	0	2	3	0	-1200793677484032
0	0	2	2	2	5028408010828800
0	0	2	2	1	217799393440870656
0	0	2	2	0	-2280071360875870080
0	0	2	1	2	5260007855178443520
0	0	2	1	1	212806206155229420672
0	0	2	1	0	-146154621002480934336
0	0	2	0	2	584120134707842482560
0	0	2	0	1	28529581795626944297088
0	0	2	0	0	134657488864809953278272
0	0	1	4	1	-2821109907456
0	0	1	4	0	-172322796847104
0	0	1	3	2	575241942067200
0	0	1	3	1	25510393256357376
0	0	1	3	0	187323108410032128
0	0	1	2	2	-819515953274906880
0	0	1	2	1	-19533593947171280832
0	0	1	2	0	195511720267905557760
0	0	1	1	2	-501851167243203237120
0	0	1	1	1	-14033280505643797715712
0	0	1	1	0	12205398853176365123136
0	0	1	0	2	-43590107871540752973120
0	0	1	0	1	-1530654893931849671101392
0	0	1	0	0	-5214449403506432036818080
0	0	0	5	0	-750989905920
0	0	0	4	2	-587731230720
0	0	0	4	1	473549745871872
0	0	0	4	0	12632665686534144
0	0	0	3	2	-46001503029242880
0	0	0	3	1	-1366020146841639552
0	0	0	3	0	-9894635804593666368
0	0	0	2	2	45309429944640057600
0	0	0	2	1	668037933337912112160
0	0	0	2	0	-6171945959761306817328
0	0	0	1	2	17405499781539764233920
0	0	0	1	1	362574965326757120211168
0	0	0	1	0	-348612714254376271950768
0	0	0	0	2	1204587756739086875125920
0	0	0	0	1	32685620863825048610714328
0	0	0	0	0	84014488508548275043714188
