A	B	Y	Z	coefficient
8	6	1	1	-436094964260196605904217970548102363927614682294126557265920000000000000000000000000000
8	6	1	0	-4394899757186608525353297782159228485831016470380160902404467851264000000000000000000000000
8	6	0	2	-41075864233332814158301395551841841545568147994490961920000000000000000000000000000000
8	6	0	1	410530541811109132563095584069405080255583467159361986488759746560000000000000000000000000
8	6	0	0	556931831420680118228970529011791092233944776343383956754739084641959936000000000000000000000
8	5	4	0	11983339200690172126745098707936426194466328046465345126400000000000000000000000000000
8	5	3	0	-74122070253058685051249618997185657841259488519722163768184012800000000000000000000000000
8	5	2	1	-3709783675206756158680256113013867100973335916352193152679936000000000000000000000000000
8	5	2	0	87674692566987740685344510162445635635577982143005067729429786630553600000000000000000000000
8	5	1	2	-622979075094956408933036581680525419532351677984719188787200000000000000000000000000000
8	5	1	1	6705839032249038027587430659182748279523928162708091039738172014592000000000000000000000000
8	5	1	0	-33758478142435379724850378057301459914405599389353755540471838604796100608000000000000000000000
8	5	0	3	4190846864095964260432188655646205291346070229441576960000000000000000000000000000000
8	5	0	2	408890093496256112425210858016303259001432566797910425532849192960000000000000000000000000
8	5	0	1	-1681296696573829168620188133143841630839998686310099127731276081382031360000000000000000000000
8	5	0	0	3947816064962827155499015245403237794604821742211409135141128194502899909263360000000000000000000
8	4	5	0	31422978348476451354576036611922184243267260210731349442560000000000000000000000000000
8	4	4	1	-11983339200690172126745098707936426194466328046465345126400000000000000000000000000000
8	4	4	0	-103396030277229839586217415775710919619945269146357008073616261120000000000000000000000000
8	4	3	1	43193253460376032312343371821843057679715812665130894324295270400000000000000000000000000
8	4	3	0	87771716343811879992155524286028706227914788672150780911226954312581120000000000000000000000
8	4	2	2	-730837036430163383838916804189646497886636732704452973166592000000000000000000000000000
8	4	2	1	-24133164841768532461189176176314983827523293009264483587213420501401600000000000000000000000
8	4	2	0	-24808229609011237706105788850933944163649130894960827702678234663121374412800000000000000000000
8	4	1	3	219277778927169618291931496856076174599776327364423293337600000000000000000000000000000
8	4	1	2	725361636636861488194977278007830627480837804872720365575026507776000000000000000000000000
8	4	1	1	3823818029919784309749016568692481827825296302085228318924708381468917760000000000000000000000
8	4	1	0	1023265203670938825086192724098768119183816992702798925997960300619032533401600000000000000000000
8	4	0	4	5515736654124259396901813159142120038712371287676682240000000000000000000000000000000
8	4	0	3	-175855919121318580695255911853295003025619766236839459859254476800000000000000000000000000
8	4	0	2	-78675011093019632995900753004718423374958942555987810831566093590462464000000000000000000000
8	4	0	1	-179749789754019017439229841135300553614219552666384051873330080062968388648960000000000000000000
8	4	0	0	271714473336459960121011565605627892592970828879250755523760249927823542647259136000000000000000000
8	3	6	0	-1254552054590773575738252309176554248507092121407729958912000000000000000000000000000
8	3	5	1	355061902242671766718373295049968183539743053228602818560000000000000000000000000000
8	3	5	0	80846569316849107072589449401323966360218021070952691675951005696000000000000000000000000
8	3	4	2	3994446400230057375581699569312142064822109348821781708800000000000000000000000000000
8	3	4	1	-89995594403051709138780161967218256069772760613784576498807603200000000000000000000000000
8	3	4	0	-106730322775000188559336711242578298917473392614341625401009058233712640000000000000000000000
8	3	3	2	-70486450485187739040330579652708510996083198651567875240755200000000000000000000000000
8	3	3	1	147420940682963607053506927807808798905398057933117961808773424338698240000000000000000000000
8	3	3	0	48248762809392463122884237906632639049410730436971326146732863790887888486400000000000000000000
8	3	2	3	971929276479847126021220864950281260212814622674212645502976000000000000000000000000000
8	3	2	2	-17064479301289335857095572111648030879248633179179761920885121246822400000000000000000000000
8	3	2	1	-69313167365701600535808959867341993712000342745787540503012951512958841651200000000000000000000
8	3	2	0	-9570244057551667398699756400362187550953613387320481798125493999783720528117760000000000000000000
8	3	1	4	40487718758207490852593210492228544679042093099301575065600000000000000000000000000000
8	3	1	3	-2196544206690135716471964899592139833538847251116411008395958550528000000000000000000000000
8	3	1	2	11556887855632230501651434191894302391454611466890818524743572866998468608000000000000000000000
8	3	1	1	11481598002672759269634956136351047810236567679539794214873818138313031071825920000000000000000000
8	3	1	0	782780050786795672845918692477920879612405956923804129768234457763527112206267187200000000000000000
8	3	0	5	-1648941993922130166617445424060182102376410880879362048000000000000000000000000000000
8	3	0	4	-36621269483104312910483839391510880743440225826762375194214400000000000000000000000000000
8	3	0	3	624586409415687875139955374807618607840900274801466199311507207248412672000000000000000000000
8	3	0	2	-1799769479444762971542999700313131504298710896357579198310281703847468759777280000000000000000000
8	3	0	1	-540812350914527787938202013137885808176204419475934965361254644290989231024635904000000000000000000
8	3	0	0	-12251765817119388888206894189030571797456656785945186111232598207781810634726884507648000000000000000
8	2	7	0	-46397911332173490155793829426929620144157890004566133650227200000000000000000000000000
8	2	6	1	52493929680455450310607500710387518335331345180664323375104000000000000000000000000000
8	2	6	0	15689274623750974492542550673226227847795213058647989586562646016000000000000000000000000
8	2	5	2	-10711034050987264962670927734007373536782248772396185026560000000000000000000000000000
8	2	5	1	-157659827715227364847244906420571758550045560743851474959795748864000000000000000000000000
8	2	5	0	106897417224560841163923061723992766012398210608029968863899379784744960000000000000000000000
8	2	4	3	-443827377803339708397966618812460229424678816535753523200000000000000000000000000000
8	2	4	2	60901290719590014433864912996590132213083514750873775660219760640000000000000000000000000
8	2	4	1	131604203523923227353807964221712890580757265935786343318675968061603840000000000000000000000
8	2	4	0	-111962832244468108636221215333574296185216105654094727243423161330349826375680000000000000000000
8	2	3	3	-5012436226876710840291971147570538029764692040411545822717542400000000000000000000000000
8	2	3	2	-64544936112599827765959311096719040072471137588502257719587551146147840000000000000000000000
8	2	3	1	-35216674450792471608723958595649544782865544314546522059836509871181869875200000000000000000000
8	2	3	0	44072852797966945531301577104001955305574878363717513655541381249958340548624384000000000000000000
8	2	2	4	-75886778551013536287409623404523943877638190455149903740928000000000000000000000000000
8	2	2	3	6467436451571934404478908574342137375972323339092347201205174062284800000000000000000000000
8	2	2	2	24172310742044029853676561177550284444596302217334925296971157897811171737600000000000000000000
8	2	2	1	10897279212559806764857488668428863442100961850239810985323586613022944133120000000000000000000
8	2	2	0	-8192411058329507076973760806683530093925137913697534159682544086658290701670390169600000000000000000
8	2	1	5	-24306443783914773345073455606262103064565272870074984693760000000000000000000000000000
8	2	1	4	257694452780410191631259784976721175944343745485531486504924217344000000000000000000000000
8	2	1	3	-2468009033726840126707179585990973020199512264679428629479574339894378496000000000000000000000
8	2	1	2	-3090776804343456479750287545744755445033377057142915833286017290635556002201600000000000000000000
8	2	1	1	974276432365651985382199595882468719104014380767978886620464699565209287801385779200000000000000000
8	2	1	0	717710562821587094453759588370796091262089564492660281735991558544010532800793155731456000000000000000
8	2	0	6	131846867634479774485507058829318818154707827443105792000000000000000000000000000000
8	2	0	5	20958509282844911222411375603612912973823678473358364631178936320000000000000000000000000
8	2	0	4	-79725640095138982578414876094480023589236099836014741465072879257255936000000000000000000000
8	2	0	3	300489308233200296411341247353102891714741102660501402588379308405289197240320000000000000000000
8	2	0	2	52087704693635626263508259154807761998053511816682710045984170487426921594355712000000000000000000
8	2	0	1	-74635177633958245033936279286598196191343770326081398542364441738421282397596726329344000000000000000
8	2	0	0	-23737265557444815353502443377933614544968949733801729151882311984317622207235402849111244800000000000000
8	1	8	0	-8029133149380950884724814778729947190445389577009471737036800000000000000000000000000
8	1	7	1	12750667422759057222597583217794412991116106089276047884288000000000000000000000000000
8	1	7	0	-26401762209795058617472561488708404741884347858101377042831795814400000000000000000000000
8	1	6	2	-7890264494281594815963851001110404078660956738413395968000000000000000000000000000000
8	1	6	1	35703224861391251816985787232197134417164965088356886318813911449600000000000000000000000
8	1	6	0	35838208895606486488387307118003357758313068291014787836634625434714112000000000000000000000
8	1	5	3	2367079348284478444789155300333121223598287021524018790400000000000000000000000000000
8	1	5	2	-42424526983057062229529208914492014160892044011155083985049092096000000000000000000000000
8	1	5	1	-15280069233225177754238473321800460234463187305176496592343999168118784000000000000000000000
8	1	5	0	-14586768005165022264344956132693732890570062360682457227174720972328701788160000000000000000000
8	1	4	3	2346873511852534127494062166071254304577420919387407922579374080000000000000000000000000
8	1	4	2	68686059359389954801651410060880922652524165171583229927433789673308160000000000000000000000
8	1	4	1	-19506370139155199125485087456739308984729794505805853241148582106613122334720000000000000000000
8	1	4	0	1267882722027964551057042447827604259771926355736421201159784462143720711310540800000000000000000
8	1	3	4	1275396906010188660993946320255776652242279910739569953420083200000000000000000000000000
8	1	3	3	-18903347841590290658969285278013824466745373552512145501571329566965760000000000000000000000
8	1	3	2	-28587597327266998937760289600315078814003031799576750123815187451617266892800000000000000000000
8	1	3	1	13628846813883859772609927537471274739061623055516404593295156351848339650641920000000000000000000
8	1	3	0	650296163777870375846085824694101023759732115597233399339049458050550466932616724480000000000000000
8	1	2	5	-67479952869247229353427731604857626081954759541470321967104000000000000000000000000000
8	1	2	4	45437785589413743779277589618801176365210436081307157896849312972800000000000000000000000
8	1	2	3	12334975946010291720798487370215079152712337142514550448712064089045178777600000000000000000000
8	1	2	2	3855920660846746582437981126652909836171122311863441530616582259224275991920640000000000000000000
8	1	2	1	-3264319235511836820275982908143731050590929650946963440904574130238723433850638172160000000000000000
8	1	2	0	-193485459228841891865560471896302976625619745833573280134419733427597181188797313004339200000000000000
8	1	1	6	2516117677620908569090694708131873300639660648805160714240000000000000000000000000000
8	1	1	5	155777931711866343355265969143180445980774079040675711021226131456000000000000000000000000
8	1	1	4	-838253094508653593662885835266293023706585667219748643261541185793032192000000000000000000000
8	1	1	3	-2404311535826011296039569118311561997537676706962702818388319273716083358433280000000000000000000
8	1	1	2	-21567728040740644428578315538339469227520621001236665512811284937706814487448780800000000000000000
8	1	1	1	344198055760260023131846573640833894452760156013206393564250331352542767979222823600128000000000000000
8	1	1	0	19748889853700098669991616747786742391043900782374144952836422041008980256337349291540480000000000000000
8	1	0	6	-1380295627272657032384585258400141267198420603471901309922181120000000000000000000000000
8	1	0	5	-51316126255708075670057454107474542044402826339825389698977095047184384000000000000000000000
8	1	0	4	194460289890085899689846006948933411247669087258347577622767221424641173094400000000000000000000
8	1	0	3	124391900120518443757583057510477444178714798094952969780220230058390465168801792000000000000000000
8	1	0	2	-17643344794640287422134800193781681632129418797912151832888219792164612234997514895360000000000000000
8	1	0	1	-13455674497303942474494709744161595195484844293344849583610775320587693502219453880231526400000000000000
8	1	0	0	-705567874261176778263298505183042725697579865101549261060829308264992856549357110396610150400000000000000
8	0	9	0	19997086334307273901578783977214208096958328757834910741299200000000000000000000000000
8	0	8	1	-37873269572551655116626484805329939577572592344384300646400000000000000000000000000000
8	0	8	0	129020431898592051833974205770332644001162195801345514346484911308800000000000000000000000
8	0	7	2	21461519424445937899421674723020299093957802328484437032960000000000000000000000000000
8	0	7	1	-86355371824665195210776233020239545000231251096712603403145550233600000000000000000000000
8	0	7	0	-290701453095317199267992381315170918112715973234441907784440994846474240000000000000000000000
8	0	6	3	-3156105797712637926385540400444161631464382695365358387200000000000000000000000000000
8	0	6	2	-47672601803516192577360004064582520490319797429788796980629078016000000000000000000000000
8	0	6	1	301738471619497984438944220701496265661946978493366949747541258310516736000000000000000000000
8	0	6	0	230618596820462989711724658439331712439034247115067165811437715003481239060480000000000000000000
8	0	5	3	28991019354122500573619230608982519114899177402723064361842114560000000000000000000000000
8	0	5	2	-15187865238824868618881612794674306962047251116778724964114990760984576000000000000000000000
8	0	5	1	-261812428756604582908515074786263114987831543809495763016006136794083303096320000000000000000000
8	0	5	0	-94445255649362388691527071402907194014922165786674821022798655842964383486024089600000000000000000
8	0	4	4	-3205555488011988553380708692686076286786076006526193079890739200000000000000000000000000
8	0	4	3	-34551817916404858040865115833558833458920982873040322246461401281331200000000000000000000000
8	0	4	2	49556248808094524393517664500792688603836098688504881196486436443040147046400000000000000000000
8	0	4	1	105031716199877406608591177187544301627652880299339351163923372294136115688269414400000000000000000
8	0	4	0	22522761041875862758759723197744894675994153973417911932996209740253934306217452109824000000000000000
8	0	3	5	-92522994852055821166395664361465289427284747816132906319872000000000000000000000000000
8	0	3	4	7248316613961641680667358261514066498726280829371114603635423618007040000000000000000000000
8	0	3	3	11997747597717130531600052226424534816560281020920718160082275592756736819200000000000000000000
8	0	3	2	-24901261185338585780735785960568662321650355102510132823374152682598884586815488000000000000000000
8	0	3	1	-22545229955357811360678441288041522483951953463641345153062079398483279072869996298240000000000000000
8	0	3	0	-3253689394473011845367182849941477219376142410949764676197606236740175737413491169532313600000000000000
8	0	2	6	11837344954877770395505273748826374118998511887061677506560000000000000000000000000000
8	0	2	5	-165408874343139989386011025848954566322635082781471455212370866995200000000000000000000000
8	0	2	4	-4013251692204201085288540928528900013749567801647400133847148041726014259200000000000000000000
8	0	2	3	-835978919968322442135704364967783376074831151902580447530559319648857940295680000000000000000000
8	0	2	2	5215464798721471171296024906210742606906088609258522773395110346221354330872904417280000000000000000
8	0	2	1	2668731159353594050653039761946704613643402173307457018934402502573926679578935198692147200000000000000
8	0	2	0	280956253410944412735858213157630847794351025787177717765788878977932126645542170182811648000000000000000
8	0	1	6	-29461865195831736246712370898783266593578505453587877038315798528000000000000000000000000
8	0	1	5	219043824125041135868406964854630915855856202812290553088854968395366400000000000000000000000
8	0	1	4	711981119378157621699757558379560415592558848931576121390796098722608657203200000000000000000000
8	0	1	3	-172904026527181734789617505397317246434184926828737132339656513325293890123386060800000000000000000
8	0	1	2	-491737097907893850246784775736292108085256815956212427746949506189160462893971222298624000000000000000
8	0	1	1	-164294984132497037452392620095467186791194316752657921224080291884975772574174224469039513600000000000000
8	0	1	0	-13358343988248076289612518011491655751742621504365912128428175553708354075981050179455077580800000000000000
8	0	0	7	-137034664965930395982628396393756014061289635827201271262085120000000000000000000000000
8	0	0	6	9951682245294795219359883804418140786228592398859128342558192672178176000000000000000000000
8	0	0	5	-45593933453290022911647377362472572835655491469463426194540338414000013312000000000000000000000
8	0	0	4	-30225430855992475712139695359712248002480136125034322207125107693625311951323136000000000000000000
8	0	0	3	17716441192686499660541551452561242121117409135248629560746514633059881041680798842880000000000000000
8	0	0	2	17197539697596784159859309753932760552086147949744016324545231103224543693419632601438617600000000000000
8	0	0	1	4110311728490644871872438608301731394038766153625037176377368823664228899048465113016172544000000000000000
8	0	0	0	269281851488122507298026824294878250847895396863164292723672541926981001573264973755603484672000000000000000
7	8	0	0	-3995300630948570223242677877903165059263681045457558547988480000000000000000000000000000
7	7	2	0	43938910402530631131398695262433562713043202837039598796800000000000000000000000000000
7	7	1	0	-159257380071859278730427430407998685850798274661611267343725363200000000000000000000000000
7	7	0	1	-2949090946403548154023696758407508567753598442020808882651136000000000000000000000000000
7	7	0	0	51878687780621824429842017026505693444295372039636126176261275071283200000000000000000000000
7	6	3	0	366423883114437263253361240491567165413014830931918108753920000000000000000000000000000
7	6	2	1	-29958348001725430316862746769841065486165820116163362816000000000000000000000000000000
7	6	2	0	-1033517272909310509395951272252902726476616266576236195532106629120000000000000000000000000
7	6	1	1	29228263796982777690106243953613731647928339566128194437460787200000000000000000000000000
7	6	1	0	513077106320992750783455686823414824055050687083755997452493982646927360000000000000000000000
7	6	0	2	2580105722706657016393919993358090201816567180697297854922752000000000000000000000000000
7	6	0	1	-10709364962043466297949688205088848123303359641907879593806782057676800000000000000000000000
7	6	0	0	-60681545824495704099088110523716690725815317538088391259903874453826070118400000000000000000000
7	5	4	0	-379600624819887526596020871663421540224378628685068480020480000000000000000000000000000
7	5	3	1	-210729238981025693547354550612156116930837502091175772815360000000000000000000000000000
7	5	3	0	1582659033098463509433786458600096151848466708056424078045811310592000000000000000000000000
7	5	2	2	-3328705333525047812984749641093451720685091124018151424000000000000000000000000000000
7	5	2	1	424297935652585405853213019757370459058560626596289219672072519680000000000000000000000000
7	5	2	0	-1652358759145362623409416325515024931899877153572956969391689929483878400000000000000000000000
7	5	1	2	55523692873656420218387437130690089472286301485083138967207936000000000000000000000000000
7	5	1	1	-281227251538163338808447150668142881201397077141555257424907679899320320000000000000000000000
7	5	1	0	585135249625612926984277675487956759741250097709697468516631045352030470144000000000000000000000
7	5	0	3	580126628542986751569294390299575774380926871007828943831040000000000000000000000000000
7	5	0	2	-22655595367736812173643216352591008660067578171338351869698821744230400000000000000000000000
7	5	0	1	47022657674175891031905118589795826583330887108393758680151375694589329408000000000000000000000
7	5	0	0	-63368265369644292647323269479762031656935071362600091852944832376076539495710720000000000000000000
7	4	5	0	-2604015574765627503411412717788732140316124980691385430363340800000000000000000000000000
7	4	4	1	847230300514310046022145107662564821953017998048369081057280000000000000000000000000000
7	4	4	0	5621886176291104935494851140990579349909994860314574397134935687168000000000000000000000000
7	4	3	2	-35180716813878060885678820651201014185729540857400729272320000000000000000000000000000
7	4	3	1	-1512315617643638686915543464276889810301937638375048430383699853312000000000000000000000000
7	4	3	0	-3948727482873993979328139601561398799841615960252594619957304785842995200000000000000000000000
7	4	2	3	7027266815219545382967804797863953632557414595149430784000000000000000000000000000000
7	4	2	2	261419000000857398329161648703098659455680167464694485429790965760000000000000000000000000
7	4	2	1	457265703674322888429028609230704906083299165171613586196594061706526720000000000000000000000
7	4	2	0	1142873336683875830589152825789838331744830649624628479448408567513099576279040000000000000000000
7	4	1	3	-13806188572205474594586429998093819322539501145151571006324736000000000000000000000000000
7	4	1	2	-175803010573477012876550207229643943396401827507734832353122272946421760000000000000000000000
7	4	1	1	-1704790190864778099606614174021253577308902698985493133225806480401655398400000000000000000000
7	4	1	0	-125394072523621549735395283093178128341236634189776939186625885614246808829034496000000000000000000
7	4	0	4	-503428508888272165664949484028828274733887621860561875107840000000000000000000000000000
7	4	0	3	5503010853741910030242250142806390874090276532275161676720520560640000000000000000000000000
7	4	0	2	25424041903495692171637485061635841662883832291349806865280431196040960409600000000000000000000
7	4	0	1	-5891600458484679210186446183120581226207365563096634910164983611188512502579200000000000000000000
7	4	0	0	2666065222495180255148960020411859141696894018815500587930143035219751878116738334720000000000000000
7	3	6	0	229039860182325219372969221076392987260022837955742204302458880000000000000000000000000
7	3	5	1	-456816857231459021890327374587221583979242394248978883202252800000000000000000000000000
7	3	5	0	-3440483378904010869373408908594314490392696259070305469191728136192000000000000000000000000
7	3	4	2	-352846052963861018840890113560489678394319101211231723192320000000000000000000000000000
7	3	4	1	4472626875113234378353691299152013223156704405453268412894203294515200000000000000000000000
7	3	4	0	3952090057041231394455713682578424145409424931054967631830597604174987264000000000000000000000
7	3	3	3	50063728216216719107290634602045513879103770505232997416960000000000000000000000000000
7	3	3	2	219576004025388409460177848399602562643891006467564696956498345984000000000000000000000000
7	3	3	1	-5327922326716895040913159660063532699935868032990392138464747219507478528000000000000000000000
7	3	3	0	-1716177937894404328866624051553003502974772037321145661980543370030722748252160000000000000000000
7	3	2	4	-1849280740847248784991527578385250955936161735565639680000000000000000000000000000000
7	3	2	3	-156187721047908494854188316721783867544804236921349434184805908480000000000000000000000000
7	3	2	2	347073545243810007520773348928882278882659848212343552728958484757872640000000000000000000000
7	3	2	1	2104253031519847906893294221099109180430634601783299050230573789940813922304000000000000000000000
7	3	2	0	352563704400049612778242863716280808631973226829767714795098647644873869579465523200000000000000000
7	3	1	4	-5170492478313864095003399254857319392347639029369555629637632000000000000000000000000000
7	3	1	3	123009654309497357520405004251461793772294367956186801769193776904929280000000000000000000000
7	3	1	2	-230365931682512047458731065171637129740243122256583133754294597475198671257600000000000000000000
7	3	1	1	-320404183957575448888432494886287893552635391237344913214343981447144571028897792000000000000000000
7	3	1	0	-34122612218504168134514098545499809616218650735427933957617928850556938680896134840320000000000000000
7	3	0	5	16901604068792366228695899165295244736831657746743028613120000000000000000000000000000
7	3	0	4	2839662334757901336419173619103406226167262699153295834407315177472000000000000000000000000
7	3	0	3	-22381644492791645513794156470801951436730573678146850209267593756006993100800000000000000000000
7	3	0	2	32099607393562409274593316931579610258947906407005283116705095827213519232696320000000000000000000
7	3	0	1	15675685556868083371667701160133147828424934773965656154464241956790183407037154590720000000000000000
7	3	0	0	1193691455160515754815617039705770713910242864319143071977348588948546260189084247706828800000000000000
7	2	7	0	4870007084664133872349240471544176514066160725979956516474585088000000000000000000000000
7	2	6	1	-5661680749391182806132760707521493466942263465450860761275432960000000000000000000000000
7	2	6	0	-9180693440366616452515761990098773168087969436582125452389330630737920000000000000000000000
7	2	5	2	1311824328448965959869407518053214227552460541989177434885324800000000000000000000000000
7	2	5	1	13110999419183312311310440218313460479789939215055254306107707883520000000000000000000000000
7	2	5	0	5932450749838516845750150271428793831077276114124878576693835518404512972800000000000000000000
7	2	4	3	-13433175301514415174178456329390462943920278847148806635520000000000000000000000000000
7	2	4	2	-3289438634134284696024950884652656088065376538307554858801226894540800000000000000000000000
7	2	4	1	-10322099835640486096151691490850918229229422287417134448955705701777276928000000000000000000000
7	2	4	0	-1645790227978020673791053321972294510414840900635991344476424142796588570378240000000000000000000
7	2	3	4	-13048524907418187426900218593086330745085557206151153582080000000000000000000000000000
7	2	3	3	257497137844792815907742497774167090422557739585999337969181261824000000000000000000000000
7	2	3	2	2477457987778890766807790372983527868326017346101948249340418598696386560000000000000000000000
7	2	3	1	3559645970878271181148486483587508447823768201828263105928717320139864801280000000000000000000000
7	2	3	0	174814753201417972088592255143649628551830662355881094528136059207300451069119692800000000000000000
7	2	2	5	147942459267779902799322206270820076474892938845251174400000000000000000000000000000
7	2	2	4	3843031401951662037630412270888219776264180350841509431518167040000000000000000000000000
7	2	2	3	-182525313910850740005179472512302804190823881521699184352343594956226560000000000000000000000
7	2	2	2	-770620032209451563644035197078919780937619155063467687541628950057691727790080000000000000000000
7	2	2	1	-567345427540387255533504400303964732122355493015810289963086702992843445024011059200000000000000000
7	2	2	0	3826127047571107163257707827474272579829198611447686958702018947874388648906138320896000000000000000
7	2	1	5	1630868386038118219164701620319470994553743233002125486614118400000000000000000000000000
7	2	1	4	1776471418606185363398113842825584204127105109064162866121051744501760000000000000000000000
7	2	1	3	42640202224204542993028378610474345762610148859239552310272091906347578163200000000000000000000
7	2	1	2	97259284674465689504874723079544251608895156114947608024888899889497837771161600000000000000000000
7	2	1	1	38806676055767868391205880117582627278413297280432996766291648343788868889427711098880000000000000000
7	2	1	0	-1944040347872050560124742228468909825075458965323336387874689091293633125820364977759846400000000000000
7	2	0	6	22484294959517189627440988909039235222654228845701273485312000000000000000000000000000
7	2	0	5	-850237649616087296471657014983246516994434109961968628385614030438400000000000000000000000
7	2	0	4	-362858612929283414376832681855395594212077738908619237087120547814939033600000000000000000000
7	2	0	3	-3553031969978584434899629639438320053966622046809870966740228157915627446599680000000000000000000
7	2	0	2	-3493369526552682284630079123588150903992805840004408044234746502716596678499311288320000000000000000
7	2	0	1	-846432019060477720987531926314819644668155192772951336499502017836633302489754813176217600000000000000
7	2	0	0	95186801814589358583282502304713931389459672258106935397621759114674340185213681878958080000000000000000
7	1	8	0	527350435389775049976316504548198505073286981610594552944525312000000000000000000000000
7	1	7	1	-539186589596588893233364613579560217790069968170061534582538240000000000000000000000000
7	1	7	0	-643155144181874748161807505628660957495161036175137413539843497000960000000000000000000000
7	1	6	2	392916235180437146007441466612895458147526859276814927056076800000000000000000000000000
7	1	6	1	-752939980414745884789585886507245260111818490297853322885705949511680000000000000000000000
7	1	6	0	531446233825977595481375687628247891611131850197797486475746035958913433600000000000000000000
7	1	5	3	-295416762842232430972897224048907602307785327590689820639232000000000000000000000000000
7	1	5	2	2258379517855306264287038927104775247472472120977507980643845065932800000000000000000000000
7	1	5	1	578403041637905260394541317685257407696467134809360651302239933659348992000000000000000000000
7	1	5	0	-285015664550100533516451574723039560257659621677311843994339651501195396120576000000000000000000
7	1	4	4	29614792735203585875917654090834383308574124291511612866560000000000000000000000000000
7	1	4	3	-132133200982460750625491040900036424950914744680128178728274703155200000000000000000000000
7	1	4	2	-3112451119723904084542490490039083433791630034481666859793706547543015424000000000000000000000
7	1	4	1	21436568670405399280469868175660884064864180807276509674465662323942469140480000000000000000000
7	1	4	0	93945613313178198487000367008883449719635740586357303283544753449961326953040445440000000000000000
7	1	3	5	1183539674142239222394577650166560611799143510762009395200000000000000000000000000000
7	1	3	4	-116862951269045416317327498531392578014357479003586054604487393280000000000000000000000000
7	1	3	3	756437138952129642309614333284123959832833102744070918017847961139019776000000000000000000000
7	1	3	2	1356545241829843406305430922410478274612238231973779237178573625057784427970560000000000000000000
7	1	3	1	-79525367755445081578632220207634429956647796198277655031060132128171533193864806400000000000000000
7	1	3	0	-19337065368721220861469493163710946339386720162595514543092873017299500731513341739008000000000000000
7	1	2	5	9801509931106750375406792989447056123204108862757554117064785920000000000000000000000000
7	1	2	4	28784515966288232967525747456711094594117466833491725012099002395525120000000000000000000000
7	1	2	3	-409709753007045366097615904946241348371794003627047050328489913116640893992960000000000000000000
7	1	2	2	-257649556807081014678853566138200843459965188050267826287186077423322266114562457600000000000000000
7	1	2	1	19982141194546540003828515708291225745620913388426283361317459316639065955120573317120000000000000000
7	1	2	0	2427320652939603652664721102826111998545897190906355457314169149338867676744829307872870400000000000000
7	1	1	6	38250609295656576275127709121663289852628258370527411411353600000000000000000000000000
7	1	1	5	-11640036260496288014049405683571898648755524440639541223433468221849600000000000000000000000
7	1	1	4	16170344209904856743252104921023684225006501463319347504826239344635491123200000000000000000000
7	1	1	3	73158455967034459289661401013517935194381669196216575705014677449309107431407616000000000000000000
7	1	1	2	21769608908369827922236769766919558794858012550766872836894425748416597882322750013440000000000000000
7	1	1	1	-2010703110024791477779569095182051588888448188415198842840009449589674174274387204846387200000000000000
7	1	1	0	-167340569234965612173876897215024645637377168373387113771936163454699244467570985651090227200000000000000
7	1	0	7	-2634763877053439217064077060222644561970636516797599186944000000000000000000000000000
7	1	0	6	-34905148251858662738346977798685589330083671480043172618312246886400000000000000000000000
7	1	0	5	2503769259799472727316897611626776322285464022578774847570959192261499289600000000000000000000
7	1	0	4	-3852608242546546991820961267474171128085501360364650620055407624644392931819520000000000000000000
7	1	0	3	-3979776410423692150306749209901967010604353513029886117700567791436815546046008524800000000000000000
7	1	0	2	-652985182343446745671798056562086884058106451830226716668632744630081984923715002957824000000000000000
7	1	0	1	74067458564579402413886784970264007225900660642528032104597939268020496349106543051512217600000000000000
7	1	0	0	4782823086646200532905198018545430086999993179959821771375061390993531721087044285398148710400000000000000
7	0	9	0	-2512433927042365892994358418897193105301844425134378185536831488000000000000000000000000
7	0	8	1	4914374862502986685285266065963924431682495466459555836995829760000000000000000000000000
7	0	8	0	721001030169944881001152138325315633235600798197952067145211586805760000000000000000000000
7	0	7	2	-2965174021374214182390920748378891629407313399826535666207948800000000000000000000000000
7	0	7	1	-6073721851810366151435585681257426660842337483000233043167487847301120000000000000000000000
7	0	7	0	3014242869276803878675493575110414423888709640681815739263902988641710899200000000000000000000
7	0	6	3	513435291171891937864399712344256214206625776882036502429696000000000000000000000000000
7	0	6	2	6899448299832658948212279535153443603517069420970046547323567294382080000000000000000000000
7	0	6	1	928765933987726097997460909835875408617381219707713687336855271968761446400000000000000000000
7	0	6	0	-2972342463340893195538110570769522562524421482818086697956510179445895610761216000000000000000000
7	0	5	4	3997734010436008040088351173895938066521551414129453957120000000000000000000000000000
7	0	5	3	-2186934776565313203355770514721593135431158630445024910762431637094400000000000000000000000
7	0	5	2	-4916897024993764739082278014361972227122227531583874199509415441807179776000000000000000000000
7	0	5	1	1439705505138973475239500875336575473364747600627807499301608300956814237761536000000000000000000
7	0	5	0	1251269949556425552656607806561128924600019072110500748945048938586919916863886458880000000000000000
7	0	4	5	-4208141063616850568514053867258882175285843593820477849600000000000000000000000000000
7	0	4	4	183396831032129450479617933308463010370004278830115254026626924544000000000000000000000000
7	0	4	3	2167272438253038864614118926748466888330502113221985295748296692803305472000000000000000000000
7	0	4	2	1460516657285548387705259102455876455664746250859178862528462325622320922624000000000000000000000
7	0	4	1	-824516271437046312776750684969106772946138884655871472568617411567850107979547279360000000000000000
